Lab,Num,TM-score
TS229,3,0.2110
TS239,3,0.2110
TS439,3,0.2110
TS229,2,0.2130
TS239,2,0.2130
TS081,2,0.2620
TS147,4,0.2070
TS147,3,0.2240
TS119,2,0.2520
TS119,3,0.2360
TS081,1,0.2750
TS081,3,0.2310
TS392,1,0.2530
TS081,4,0.1970
TS119,4,0.2310
TS287,1,0.2170
TS392,4,0.2540
TS119,5,0.2480
TS439,1,0.2330
TS287,3,0.2600
TS392,3,0.2080
TS232,2,0.2370
TS232,1,0.2260
TS035,4,0.2200
TS035,5,0.2200
TS232,3,0.2330
TS494,3,0.2550
TS494,4,0.2550
TS494,2,0.2540
TS494,1,0.2540
TS229,1,0.2120
TS239,1,0.2120
TS119,1,0.2370
TS131,5,0.2570
TS392,5,0.2330
TS444,2,0.2600
TS029,2,0.2050
TS235,2,0.2490
TS232,5,0.2090
TS238,1,0.2270
TS227,2,0.2690
TS470,5,0.2140
TS489,5,0.2140
TS081,5,0.2580
TS392,2,0.2020
TS147,2,0.2730
TS235,3,0.2110
TS287,2,0.2310
TS238,2,0.2500
TS470,4,0.2080
TS489,4,0.2080
TS177,3,0.2290
TS439,2,0.2510
TS035,3,0.2610
TS444,1,0.2530
TS131,1,0.2510
TS444,5,0.2510
TS177,1,0.2320
TS287,4,0.2480
TS434,4,0.2380
TS232,4,0.2770
TS235,5,0.1910
TS257,2,0.2490
TS131,3,0.2610
TS235,4,0.2370
TS257,5,0.2270
TS227,1,0.2260
TS147,5,0.2200
TS257,4,0.2230
TS185,5,0.1700
TS245,2,0.1900
TS444,3,0.2880
TS257,1,0.2400
TS470,1,0.1920
TS489,1,0.1920
TS131,2,0.2810
TS494,5,0.2810
TS076,5,0.2570
TS229,4,0.2300
TS239,4,0.2300
TS439,4,0.2300
TS470,3,0.2360
TS489,3,0.2360
TS245,5,0.1920
TS257,3,0.2310
TS235,1,0.2470
TS227,4,0.2500
TS076,1,0.2350
TS076,4,0.2460
TS227,3,0.1950
TS097,2,0.1860
TS245,3,0.1750
TS076,2,0.2360
TS131,4,0.2560
TS444,4,0.2700
TS287,5,0.2600
TS245,1,0.1500
TS385,1,0.1500
TS035,1,0.2180
TS035,2,0.2180
TS245,4,0.1370
TS434,2,0.2460
TS227,5,0.2460
TS229,5,0.2060
TS239,5,0.2060
TS439,5,0.2060
TS177,2,0.1400
TS054,5,0.1960
TS248,4,0.0370
TS054,1,0.1960
TS054,2,0.1960
TS054,3,0.1960
TS054,4,0.1960
TS125,1,0.1960
TS125,2,0.1960
TS125,3,0.1960
TS125,4,0.1960
TS125,5,0.1960
TS185,4,0.1800
TS434,3,0.1780
TS248,5,0.0360
TS185,2,0.1680
TS185,3,0.1740
TS076,3,0.2380
TS248,3,0.0370
TS029,3,0.1680
TS470,2,0.2320
TS489,2,0.2320
TS248,1,0.0350
TS248,2,0.0390
TS185,1,0.1990
TS147,1,0.2410
TS029,1,0.1690
TS434,5,0.1840
TS097,1,0.1770
TS434,1,0.1780
