Lab,Num,INF all
TS229,3,0.634
TS239,3,0.634
TS439,3,0.634
TS229,2,0.639
TS239,2,0.639
TS081,2,0.630
TS147,4,0.487
TS147,3,0.546
TS119,2,0.654
TS119,3,0.650
TS081,1,0.636
TS081,3,0.646
TS392,1,0.595
TS081,4,0.629
TS119,4,0.676
TS287,1,0.645
TS392,4,0.617
TS119,5,0.623
TS439,1,0.347
TS287,3,0.682
TS392,3,0.629
TS232,2,0.636
TS232,1,0.622
TS035,4,0.553
TS035,5,0.553
TS232,3,0.575
TS494,3,0.696
TS494,4,0.704
TS494,2,0.704
TS494,1,0.716
TS229,1,0.585
TS239,1,0.585
TS119,1,0.647
TS131,5,0.645
TS392,5,0.605
TS444,2,0.700
TS029,2,0.315
TS235,2,0.470
TS232,5,0.610
TS238,1,0.574
TS227,2,0.554
TS470,5,0.557
TS489,5,0.557
TS081,5,0.643
TS392,2,0.622
TS147,2,0.621
TS235,3,0.611
TS287,2,0.671
TS238,2,0.469
TS470,4,0.571
TS489,4,0.571
TS177,3,0.505
TS439,2,0.366
TS035,3,0.623
TS444,1,0.708
TS131,1,0.658
TS444,5,0.679
TS177,1,0.521
TS287,4,0.643
TS434,4,0.572
TS232,4,0.621
TS235,5,0.560
TS257,2,0.596
TS131,3,0.654
TS235,4,0.525
TS257,5,0.639
TS227,1,0.601
TS147,5,0.577
TS257,4,0.625
TS185,5,0.600
TS245,2,0.488
TS444,3,0.672
TS257,1,0.602
TS470,1,0.500
TS489,1,0.500
TS131,2,0.619
TS494,5,0.606
TS076,5,0.624
TS229,4,0.609
TS239,4,0.609
TS439,4,0.609
TS470,3,0.577
TS489,3,0.577
TS245,5,0.460
TS257,3,0.611
TS235,1,0.550
TS227,4,0.598
TS076,1,0.575
TS076,4,0.576
TS227,3,0.532
TS097,2,0.343
TS245,3,0.528
TS076,2,0.568
TS131,4,0.632
TS444,4,0.672
TS287,5,0.661
TS245,1,0.473
TS385,1,0.473
TS035,1,0.584
TS035,2,0.584
TS245,4,0.503
TS434,2,0.435
TS227,5,0.457
TS229,5,0.621
TS239,5,0.621
TS439,5,0.621
TS177,2,0.413
TS054,5,0.627
TS248,4,0.108
TS054,1,0.617
TS054,2,0.617
TS054,3,0.617
TS054,4,0.617
TS125,1,0.617
TS125,2,0.617
TS125,3,0.617
TS125,4,0.617
TS125,5,0.617
TS185,4,0.579
TS434,3,0.552
TS248,5,0.105
TS185,2,0.542
TS185,3,0.572
TS076,3,0.531
TS248,3,0.102
TS029,3,0.344
TS470,2,0.565
TS489,2,0.565
TS248,1,0.106
TS248,2,0.105
TS185,1,0.594
TS147,1,0.390
TS029,1,0.374
TS434,5,0.525
TS097,1,0.544
TS434,1,0.436
