Lab,Num,INF wc
Ding,12,0.857
Ding,11,0.807
Bujnicki,8,0.802
Das,7,0.886
Bujnicki,3,0.762
Bujnicki,10,0.748
Bujnicki,5,0.841
Das,8,0.861
Das,2,0.914
Das,5,0.886
Adamiak,3,0.883
Das,6,0.873
Adamiak,2,0.883
Ding,8,0.837
Bujnicki,7,0.703
Bujnicki,9,0.747
Das,9,0.873
Ding,1,0.824
Das,3,0.873
Das,1,0.886
Bujnicki,4,0.785
Ding,4,0.850
Adamiak,1,0.870
Bujnicki,6,0.656
Ding,9,0.772
Ding,6,0.867
Chen,4,0.867
Das,10,0.873
Ding,3,0.847
Ding,7,0.820
Bujnicki,2,0.785
Chen,8,0.841
Das,4,0.886
Chen,9,0.867
Chen,2,0.853
Ding,10,0.772
Ding,2,0.850
Chen,3,0.841
Chen,10,0.817
Chen,5,0.853
Chen,6,0.867
Kevin,3,0.799
Ding,5,0.824
Kevin,2,0.789
Chen,7,0.837
Bujnicki,1,0.744
Kevin,1,0.778
Chen,1,0.837
Xiao,1,0.207
Xiao,2,0.195
Xiao,3,0.458
