Lab,Num,DI all
Ding,12,14.199
Ding,11,14.614
Bujnicki,8,14.876
Das,7,15.305
Bujnicki,3,15.364
Bujnicki,10,17.086
Bujnicki,5,16.895
Das,8,17.320
Das,2,17.129
Das,5,17.719
Adamiak,3,19.398
Das,6,18.127
Adamiak,2,19.710
Ding,8,19.640
Bujnicki,7,18.988
Bujnicki,9,18.488
Das,9,17.885
Ding,1,19.449
Das,3,18.891
Das,1,19.122
Bujnicki,4,19.629
Ding,4,20.528
Adamiak,1,20.268
Bujnicki,6,21.911
Ding,9,22.207
Ding,6,22.680
Chen,4,24.014
Das,10,22.816
Ding,3,25.059
Ding,7,24.713
Bujnicki,2,26.468
Chen,8,25.878
Das,4,24.643
Chen,9,26.772
Chen,2,27.701
Ding,10,27.108
Ding,2,26.061
Chen,3,28.900
Chen,10,29.233
Chen,5,28.697
Chen,6,29.228
Kevin,3,31.996
Ding,5,27.559
Kevin,2,28.706
Chen,7,29.452
Bujnicki,1,29.906
Kevin,1,32.006
Chen,1,29.928
Xiao,1,79.279
Xiao,2,81.787
Xiao,3,73.268
