Lab,Num,DI all
Das,3,5.671
Das,1,7.399
Bujnicki,7,8.892
Bujnicki,9,8.858
Das,2,12.241
Das,6,12.829
Das,4,12.840
Bujnicki,10,14.772
Das,5,13.020
Bujnicki,5,14.040
Chen,3,14.476
Chen,9,18.024
Bujnicki,3,14.341
Ding,3,15.127
Ding,10,14.979
Bujnicki,8,14.508
Chen,5,15.438
Chen,6,17.862
Bujnicki,6,15.418
Bujnicki,2,14.425
Ding,1,17.263
Chen,10,15.862
Bujnicki,4,14.583
Bujnicki,1,15.985
Ding,5,16.344
Ding,7,16.825
Chen,2,16.622
Chen,7,17.951
Chen,4,17.509
Chen,1,16.337
Ding,2,17.740
Ding,6,18.132
Adamiak,1,17.721
Adamiak,2,19.271
Ding,8,20.417
Ding,4,19.632
Chen,8,23.465
Ding,9,22.019
Dokholyan,2,33.813
Dokholyan,1,38.447
Dokholyan,3,42.642
Dokholyan,4,76.771
