Lab,Num,INF wc
Das,3,0.969
Das,1,0.970
Bujnicki,7,0.902
Bujnicki,9,0.885
Das,2,0.985
Das,6,0.969
Das,4,0.969
Bujnicki,10,0.869
Das,5,0.969
Bujnicki,5,0.892
Chen,3,0.919
Chen,9,0.751
Bujnicki,3,0.919
Ding,3,0.952
Ding,10,0.919
Bujnicki,8,0.904
Chen,5,0.919
Chen,6,0.772
Bujnicki,6,0.857
Bujnicki,2,0.921
Ding,1,0.901
Chen,10,0.919
Bujnicki,4,0.936
Bujnicki,1,0.862
Ding,5,0.901
Ding,7,0.935
Chen,2,0.902
Chen,7,0.867
Chen,4,0.919
Chen,1,0.919
Ding,2,0.935
Ding,6,0.901
Adamiak,1,0.906
Adamiak,2,0.906
Ding,8,0.919
Ding,4,0.901
Chen,8,0.830
Ding,9,0.919
Dokholyan,2,0.680
Dokholyan,1,0.668
Dokholyan,3,0.689
Dokholyan,4,0.301
