Lab,Num,P-value
Bujnicki,7,0.00e+00
Bujnicki,2,0.00e+00
Bujnicki,9,0.00e+00
Bujnicki,6,0.00e+00
Bujnicki,5,0.00e+00
Bujnicki,8,0.00e+00
Bujnicki,4,0.00e+00
Bujnicki,10,0.00e+00
Bujnicki,1,0.00e+00
Bujnicki,3,0.00e+00
Das,1,0.00e+00
Das,5,0.00e+00
Das,3,0.00e+00
Das,2,0.00e+00
Das,4,0.00e+00
Chen,1,0.00e+00
Dokholyan,6,0.00e+00
Dokholyan,9,0.00e+00
Dokholyan,5,0.00e+00
Dokholyan,3,0.00e+00
Dokholyan,7,0.00e+00
Dokholyan,1,0.00e+00
Dokholyan,4,0.00e+00
Dokholyan,10,0.00e+00
Dokholyan,8,0.00e+00
Dokholyan,2,1.66e-16
