Lab,Num,P-value
TS232,1,0.00e+00
TS232,2,0.00e+00
TS232,5,0.00e+00
TS232,4,0.00e+00
TS416,1,0.00e+00
TS232,3,0.00e+00
TS128,3,0.00e+00
TSR04,3,0.00e+00
TS470,5,0.00e+00
TS489,5,0.00e+00
TS054,2,0.00e+00
TS287,2,0.00e+00
TSR01,5,0.00e+00
TS416,5,0.00e+00
TS470,3,0.00e+00
TS489,3,0.00e+00
TS287,4,0.00e+00
TSR01,7,0.00e+00
TSR01,9,0.00e+00
TS470,1,0.00e+00
TS489,1,0.00e+00
TSR01,2,0.00e+00
TSR01,4,0.00e+00
TS287,1,0.00e+00
TS470,4,0.00e+00
TS489,4,0.00e+00
TSR01,1,0.00e+00
TS470,2,0.00e+00
TS489,2,0.00e+00
TS054,4,0.00e+00
TSR06,4,0.00e+00
TS054,1,0.00e+00
TS416,3,0.00e+00
TSR06,5,0.00e+00
TS125,2,0.00e+00
TS416,2,0.00e+00
TS054,5,0.00e+00
TS125,1,0.00e+00
TSR06,2,0.00e+00
TSR06,1,0.00e+00
TS054,3,0.00e+00
TS081,4,1.11e-16
TSR08,4,1.11e-16
TS125,3,7.66e-15
TS416,4,3.94e-14
TSR06,3,9.62e-12
TS081,3,2.67e-09
TSR08,3,2.67e-09
TS119,3,2.46e-08
TS081,1,6.16e-08
TSR08,1,6.16e-08
TS081,2,6.43e-08
TSR08,2,6.43e-08
TS163,1,1.10e-07
TS128,5,4.11e-07
TSR04,5,4.11e-07
TS119,5,8.26e-07
TSR01,8,1.96e-06
TSR05,3,4.13e-06
TS287,5,8.41e-06
TS128,1,1.31e-05
TSR04,1,1.31e-05
TSR01,10,3.33e-05
TSR05,1,3.81e-05
TS287,3,3.96e-05
TSR01,6,3.97e-05
TS392,1,5.13e-05
TSR03,5,5.14e-05
TSR05,4,6.58e-05
TSR05,7,8.56e-05
TS029,2,1.20e-04
TS029,1,1.29e-04
TSR05,2,1.37e-04
TSR01,3,1.83e-04
TS097,1,2.37e-04
TSR05,5,2.91e-04
TS128,2,3.93e-04
TSR04,2,3.93e-04
TSR05,6,5.28e-04
TS119,1,5.87e-04
TSR03,3,6.60e-04
TS392,4,6.63e-04
TS163,2,7.10e-04
TS163,5,7.43e-04
TS229,1,7.43e-04
TS229,2,7.43e-04
TS229,3,7.43e-04
TS229,4,7.43e-04
TS229,5,7.43e-04
TS439,2,7.43e-04
TS439,5,7.43e-04
TS392,2,8.85e-04
TSR03,1,8.87e-04
TSR07,3,1.08e-03
TS392,3,1.13e-03
TSR03,2,1.13e-03
TS238,1,1.15e-03
TSR07,1,1.24e-03
TS076,5,1.25e-03
TS245,4,1.41e-03
TS385,4,1.41e-03
TSR07,4,2.52e-03
TS076,3,4.20e-03
TS245,5,5.54e-03
TS385,5,5.54e-03
TS119,4,6.46e-03
TS235,5,6.60e-03
TS439,1,8.64e-03
TS439,4,8.64e-03
TS125,5,8.85e-03
TS125,4,9.64e-03
TSR03,4,1.21e-02
TS392,5,1.24e-02
TS119,2,1.33e-02
TS285,3,1.33e-02
TS076,2,1.96e-02
TS439,3,2.15e-02
TSR02,8,2.69e-02
TS076,1,2.82e-02
TSR07,5,3.05e-02
TS128,4,3.61e-02
TSR04,4,3.61e-02
TS035,1,4.36e-02
TS285,1,6.60e-02
TSR02,5,6.64e-02
TSR02,1,6.87e-02
TS285,2,8.06e-02
TS285,5,8.24e-02
TS245,2,1.02e-01
TS385,2,1.02e-01
TS035,3,1.09e-01
TS285,4,1.17e-01
TS035,5,1.48e-01
TS035,2,1.85e-01
TS035,4,3.14e-01
TS076,4,3.31e-01
TS248,2,3.58e-01
TS248,5,3.63e-01
TS385,1,3.69e-01
TS248,4,4.62e-01
TS245,1,4.68e-01
TS434,2,4.83e-01
TS248,3,4.88e-01
TS248,1,4.97e-01
TS245,3,5.00e-01
TS385,3,5.00e-01
TSR02,6,6.41e-01
TSR02,4,6.53e-01
TS147,3,6.77e-01
TS227,5,7.71e-01
TS434,1,7.76e-01
TS235,1,7.84e-01
TS227,2,8.61e-01
TS434,3,8.64e-01
TS147,4,8.71e-01
TS227,4,8.76e-01
TSR07,2,8.89e-01
TS147,5,9.13e-01
TS434,5,9.28e-01
TS227,3,9.33e-01
TS227,1,9.49e-01
TS235,2,9.58e-01
TS147,2,9.65e-01
TS147,1,9.91e-01
TS235,4,9.94e-01
TSR02,7,9.98e-01
TS434,4,9.99e-01
TSR02,3,1.00e+00
TS235,3,1.00e+00
TSR02,2,1.00e+00
TS131,5,1.00e+00
TS131,4,1.00e+00
TS131,2,1.00e+00
TS131,3,1.00e+00
TS131,1,1.00e+00
TS091,1,1.00e+00
TS091,2,1.00e+00
TS091,3,1.00e+00
TS091,4,1.00e+00
TS091,5,1.00e+00
