Lab,Num,INF wc
TS232,1,0.866
TS232,2,0.885
TS232,5,0.866
TS232,4,0.885
TS416,1,0.791
TS232,3,0.866
TS128,3,0.854
TSR04,3,0.854
TS470,5,0.800
TS489,5,0.800
TS054,2,0.866
TS287,2,0.854
TSR01,5,0.836
TS416,5,0.811
TS470,3,0.791
TS489,3,0.791
TS287,4,0.836
TSR01,7,0.836
TSR01,9,0.854
TS470,1,0.791
TS489,1,0.791
TSR01,2,0.854
TSR01,4,0.854
TS287,1,0.854
TS470,4,0.833
TS489,4,0.833
TSR01,1,0.874
TS470,2,0.811
TS489,2,0.811
TS054,4,0.823
TSR06,4,0.896
TS054,1,0.885
TS416,3,0.836
TSR06,5,0.836
TS125,2,0.818
TS416,2,0.905
TS054,5,0.818
TS125,1,0.786
TSR06,2,0.823
TSR06,1,0.804
TS054,3,0.866
TS081,4,0.648
TSR08,4,0.648
TS125,3,0.791
TS416,4,0.640
TSR06,3,0.843
TS081,3,0.669
TSR08,3,0.669
TS119,3,0.825
TS081,1,0.693
TSR08,1,0.693
TS081,2,0.719
TSR08,2,0.719
TS163,1,0.458
TS128,5,0.800
TSR04,5,0.800
TS119,5,0.611
TSR01,8,0.648
TSR05,3,0.487
TS287,5,0.648
TS128,1,0.800
TSR04,1,0.800
TSR01,10,0.648
TSR05,1,0.457
TS287,3,0.648
TSR01,6,0.648
TS392,1,0.743
TSR03,5,0.743
TSR05,4,0.457
TSR05,7,0.471
TS029,2,0.711
TS029,1,0.583
TSR05,2,0.457
TSR01,3,0.629
TS097,1,0.476
TSR05,5,0.412
TS128,2,0.800
TSR04,2,0.800
TSR05,6,0.457
TS119,1,0.629
TSR03,3,0.722
TS392,4,0.722
TS163,2,0.378
TS163,5,0.224
TS229,1,0.224
TS229,2,0.224
TS229,3,0.224
TS229,4,0.224
TS229,5,0.224
TS439,2,0.224
TS439,5,0.224
TS392,2,0.730
TSR03,1,0.730
TSR07,3,0.825
TS392,3,0.766
TSR03,2,0.766
TS238,1,0.378
TSR07,1,0.719
TS076,5,0.379
TS245,4,0.083
TS385,4,0.083
TSR07,4,0.825
TS076,3,0.352
TS245,5,0.000
TS385,5,0.000
TS119,4,0.778
TS235,5,0.286
TS439,1,0.544
TS439,4,0.544
TS125,5,0.000
TS125,4,0.000
TSR03,4,0.730
TS392,5,0.730
TS119,2,0.800
TS285,3,0.229
TS076,2,0.389
TS439,3,0.355
TSR02,8,0.183
TS076,1,0.369
TSR07,5,0.825
TS128,4,0.730
TSR04,4,0.730
TS035,1,0.216
TS285,1,0.295
TSR02,5,0.000
TSR02,1,0.000
TS285,2,0.343
TS285,5,0.354
TS245,2,0.267
TS385,2,0.267
TS035,3,0.270
TS285,4,0.343
TS035,5,0.333
TS035,2,0.257
TS035,4,0.229
TS076,4,0.369
TS248,2,0.192
TS248,5,0.192
TS385,1,0.354
TS248,4,0.192
TS245,1,0.272
TS434,2,0.000
TS248,3,0.197
TS248,1,0.192
TS245,3,0.316
TS385,3,0.316
TSR02,6,0.211
TSR02,4,0.316
TS147,3,0.000
TS227,5,0.000
TS434,1,0.000
TS235,1,0.522
TS227,2,0.000
TS434,3,0.000
TS147,4,0.000
TS227,4,0.000
TSR07,2,0.693
TS147,5,0.000
TS434,5,0.000
TS227,3,0.000
TS227,1,0.000
TS235,2,0.000
TS147,2,0.000
TS147,1,0.000
TS235,4,0.522
TSR02,7,0.000
TS434,4,0.000
TSR02,3,0.000
TS235,3,0.522
TSR02,2,0.000
TS131,5,0.000
TS131,4,-
TS131,2,-
TS131,3,-
TS131,1,-
TS091,1,-
TS091,2,-
TS091,3,-
TS091,4,-
TS091,5,-
