Lab,Num,P-value
TS232,4,0.00e+00
TS232,2,0.00e+00
TS232,1,0.00e+00
TS232,3,0.00e+00
TS232,5,0.00e+00
TS287,2,0.00e+00
TS287,5,0.00e+00
TS081,1,0.00e+00
TS081,3,0.00e+00
TS081,2,0.00e+00
TS235,1,0.00e+00
TS245,4,0.00e+00
TS434,1,0.00e+00
TS238,1,0.00e+00
TS238,2,0.00e+00
TS125,3,0.00e+00
TS235,2,0.00e+00
TS227,2,0.00e+00
TS076,5,0.00e+00
TS229,3,0.00e+00
TS439,3,0.00e+00
TS185,3,0.00e+00
TS185,1,0.00e+00
TS185,4,0.00e+00
TS128,1,0.00e+00
TS185,2,0.00e+00
TS185,5,0.00e+00
TS235,3,0.00e+00
TS235,4,0.00e+00
TS054,2,0.00e+00
TS470,3,0.00e+00
TS489,3,0.00e+00
TS119,5,0.00e+00
TS035,5,0.00e+00
TS248,5,0.00e+00
TS490,5,0.00e+00
TS470,5,0.00e+00
TS489,5,0.00e+00
TS470,2,0.00e+00
TS489,2,0.00e+00
TS470,1,0.00e+00
TS470,4,0.00e+00
TS489,4,0.00e+00
TS128,4,0.00e+00
TS119,2,0.00e+00
TS238,3,0.00e+00
TS444,1,0.00e+00
TS489,1,0.00e+00
TS177,1,0.00e+00
TS147,2,0.00e+00
TS076,3,0.00e+00
TS076,4,0.00e+00
TS229,1,0.00e+00
TS239,4,0.00e+00
TS439,1,0.00e+00
TS076,1,0.00e+00
TS125,1,0.00e+00
TS119,4,0.00e+00
TS245,2,0.00e+00
TS444,5,0.00e+00
TS147,4,0.00e+00
TS434,5,0.00e+00
TS245,1,0.00e+00
TS385,1,0.00e+00
TS444,3,0.00e+00
TS125,2,0.00e+00
TS125,5,0.00e+00
TS392,1,0.00e+00
TS054,1,0.00e+00
TS054,5,0.00e+00
TS392,2,0.00e+00
TS416,2,0.00e+00
TS227,3,0.00e+00
TS147,1,0.00e+00
TS110,4,0.00e+00
TS239,2,0.00e+00
TS229,2,0.00e+00
TS239,3,0.00e+00
TS439,2,0.00e+00
TS444,2,0.00e+00
TS434,3,0.00e+00
TS119,3,0.00e+00
TS110,5,0.00e+00
TS128,2,0.00e+00
TS054,4,0.00e+00
TS125,4,0.00e+00
TS035,1,0.00e+00
TS248,1,0.00e+00
TS490,1,0.00e+00
TS029,1,0.00e+00
TS035,2,1.11e-16
TS248,2,1.11e-16
TS490,2,1.11e-16
TS035,4,3.33e-16
TS248,4,3.33e-16
TS490,4,3.33e-16
TS147,3,4.44e-16
TS119,1,5.00e-16
TS434,4,6.66e-15
TS110,1,2.55e-14
TS434,2,3.34e-14
TS128,5,3.93e-14
TS235,5,1.06e-13
TS110,3,1.10e-13
TS227,1,2.14e-13
TS128,3,5.41e-13
TS287,4,9.02e-13
TS239,5,9.29e-13
TS229,4,9.81e-13
TS439,4,9.81e-13
TS229,5,2.24e-12
TS439,5,2.24e-12
TS416,1,3.45e-12
TS110,2,5.28e-12
TS029,3,5.65e-12
TS227,5,5.88e-10
TS245,3,2.16e-09
TS035,3,2.89e-09
TS248,3,2.89e-09
TS490,3,2.89e-09
TS245,5,2.59e-08
TS076,2,2.99e-08
TS239,1,2.99e-08
TS444,4,2.99e-08
TS054,3,4.41e-08
TS147,5,2.31e-07
TS287,3,1.39e-06
TS227,4,2.48e-06
TS416,5,1.29e-05
TS097,1,2.13e-04
TS287,1,2.50e-04
TS029,2,1.86e-03
TS416,3,3.15e-03
TS392,3,1.83e-02
TS416,4,8.35e-01
TS131,4,1.00e+00
TS131,3,1.00e+00
TS131,2,1.00e+00
TS131,1,1.00e+00
TS131,5,1.00e+00
