Lab,Num,TM-score
TS232,4,0.6180
TS232,2,0.5950
TS232,1,0.6030
TS232,3,0.5840
TS232,5,0.5930
TS287,2,0.5150
TS287,5,0.4080
TS081,1,0.4980
TS081,3,0.4950
TS081,2,0.4930
TS235,1,0.2930
TS245,4,0.2710
TS434,1,0.2570
TS238,1,0.2370
TS238,2,0.2440
TS125,3,0.3180
TS235,2,0.2090
TS227,2,0.2630
TS076,5,0.2530
TS229,3,0.2530
TS439,3,0.2530
TS185,3,0.2020
TS185,1,0.2630
TS185,4,0.2210
TS128,1,0.2710
TS185,2,0.2470
TS185,5,0.2310
TS235,3,0.2870
TS235,4,0.2210
TS054,2,0.2410
TS470,3,0.1950
TS489,3,0.1950
TS119,5,0.2280
TS035,5,0.1490
TS248,5,0.1490
TS490,5,0.1490
TS470,5,0.1660
TS489,5,0.1660
TS470,2,0.1880
TS489,2,0.1880
TS470,1,0.2050
TS470,4,0.2040
TS489,4,0.2040
TS128,4,0.2870
TS119,2,0.2620
TS238,3,0.1500
TS444,1,0.1860
TS489,1,0.1860
TS177,1,0.1730
TS147,2,0.2190
TS076,3,0.2510
TS076,4,0.2510
TS229,1,0.2510
TS239,4,0.2510
TS439,1,0.2510
TS076,1,0.2350
TS125,1,0.2350
TS119,4,0.2080
TS245,2,0.1990
TS444,5,0.1990
TS147,4,0.2240
TS434,5,0.2230
TS245,1,0.1930
TS385,1,0.1930
TS444,3,0.1930
TS125,2,0.1840
TS125,5,0.2730
TS392,1,0.2400
TS054,1,0.2130
TS054,5,0.2340
TS392,2,0.2270
TS416,2,0.2090
TS227,3,0.2060
TS147,1,0.2670
TS110,4,0.2360
TS239,2,0.1660
TS229,2,0.1920
TS239,3,0.1920
TS439,2,0.1920
TS444,2,0.1920
TS434,3,0.2280
TS119,3,0.1750
TS110,5,0.1980
TS128,2,0.2980
TS054,4,0.2800
TS125,4,0.2560
TS035,1,0.2260
TS248,1,0.2260
TS490,1,0.2260
TS029,1,0.2230
TS035,2,0.1730
TS248,2,0.1730
TS490,2,0.1730
TS035,4,0.1840
TS248,4,0.1840
TS490,4,0.1840
TS147,3,0.1990
TS119,1,0.2510
TS434,4,0.2310
TS110,1,0.2220
TS434,2,0.2360
TS128,5,0.2400
TS235,5,0.3070
TS110,3,0.2140
TS227,1,0.2030
TS128,3,0.2470
TS287,4,0.1880
TS239,5,0.2600
TS229,4,0.2030
TS439,4,0.2030
TS229,5,0.2270
TS439,5,0.2270
TS416,1,0.2320
TS110,2,0.2020
TS029,3,0.1850
TS227,5,0.2230
TS245,3,0.1940
TS035,3,0.1630
TS248,3,0.1630
TS490,3,0.1630
TS245,5,0.1640
TS076,2,0.2070
TS239,1,0.2070
TS444,4,0.2070
TS054,3,0.1650
TS147,5,0.2250
TS287,3,0.2190
TS227,4,0.2300
TS416,5,0.2030
TS097,1,0.1090
TS287,1,0.2330
TS029,2,0.1740
TS416,3,0.1680
TS392,3,0.2590
TS416,4,0.1810
TS131,4,0.1170
TS131,3,0.1070
TS131,2,0.1190
TS131,1,0.0990
TS131,5,0.1070
