Lab,Num,INF all
TS232,4,0.839
TS232,2,0.834
TS232,1,0.841
TS232,3,0.837
TS232,5,0.834
TS287,2,0.758
TS287,5,0.801
TS081,1,0.856
TS081,3,0.860
TS081,2,0.861
TS235,1,0.787
TS245,4,0.430
TS434,1,0.776
TS238,1,0.447
TS238,2,0.166
TS125,3,0.773
TS235,2,0.822
TS227,2,0.762
TS076,5,0.665
TS229,3,0.665
TS439,3,0.665
TS185,3,0.640
TS185,1,0.635
TS185,4,0.583
TS128,1,0.763
TS185,2,0.668
TS185,5,0.596
TS235,3,0.798
TS235,4,0.724
TS054,2,0.770
TS470,3,0.482
TS489,3,0.482
TS119,5,0.722
TS035,5,0.369
TS248,5,0.369
TS490,5,0.369
TS470,5,0.346
TS489,5,0.346
TS470,2,0.427
TS489,2,0.427
TS470,1,0.512
TS470,4,0.523
TS489,4,0.523
TS128,4,0.766
TS119,2,0.769
TS238,3,0.307
TS444,1,0.457
TS489,1,0.457
TS177,1,0.304
TS147,2,0.787
TS076,3,0.590
TS076,4,0.590
TS229,1,0.590
TS239,4,0.590
TS439,1,0.590
TS076,1,0.755
TS125,1,0.755
TS119,4,0.757
TS245,2,0.499
TS444,5,0.499
TS147,4,0.779
TS434,5,0.770
TS245,1,0.479
TS385,1,0.479
TS444,3,0.479
TS125,2,0.751
TS125,5,0.739
TS392,1,0.739
TS054,1,0.757
TS054,5,0.772
TS392,2,0.745
TS416,2,0.693
TS227,3,0.772
TS147,1,0.769
TS110,4,0.738
TS239,2,0.670
TS229,2,0.598
TS239,3,0.598
TS439,2,0.598
TS444,2,0.598
TS434,3,0.767
TS119,3,0.759
TS110,5,0.741
TS128,2,0.813
TS054,4,0.746
TS125,4,0.743
TS035,1,0.378
TS248,1,0.378
TS490,1,0.378
TS029,1,0.319
TS035,2,0.375
TS248,2,0.375
TS490,2,0.375
TS035,4,0.406
TS248,4,0.406
TS490,4,0.406
TS147,3,0.783
TS119,1,0.742
TS434,4,0.773
TS110,1,0.725
TS434,2,0.776
TS128,5,0.765
TS235,5,0.749
TS110,3,0.694
TS227,1,0.761
TS128,3,0.765
TS287,4,0.737
TS239,5,0.694
TS229,4,0.675
TS439,4,0.675
TS229,5,0.675
TS439,5,0.675
TS416,1,0.728
TS110,2,0.728
TS029,3,0.385
TS227,5,0.775
TS245,3,0.482
TS035,3,0.368
TS248,3,0.368
TS490,3,0.368
TS245,5,0.473
TS076,2,0.635
TS239,1,0.635
TS444,4,0.635
TS054,3,0.726
TS147,5,0.778
TS287,3,0.796
TS227,4,0.774
TS416,5,0.726
TS097,1,0.204
TS287,1,0.774
TS029,2,0.356
TS416,3,0.661
TS392,3,0.745
TS416,4,0.637
TS131,4,0.500
TS131,3,0.521
TS131,2,0.502
TS131,1,0.513
TS131,5,0.498
