Lab,Num,DI all
Szachniuk,4,33.861
Bujnicki,5,36.060
Ding,1,36.844
Szachniuk,1,33.906
Bujnicki,4,37.395
Chen,1,29.320
Szachniuk,3,35.429
Szachniuk,2,35.798
Chen,4,29.918
Ding,3,47.370
RNAComposer,3,40.217
RNAComposer,2,41.716
RNAComposer,1,42.285
Chen,5,34.502
Ding,2,51.615
RNAComposer,4,43.107
RNAComposer,5,42.358
Nithin,1,53.591
Ding,4,54.915
Nithin,4,54.327
Nithin,2,52.130
Chen,2,38.179
Nithin,3,54.360
Chen,10,43.394
Nithin,5,48.025
Chen,6,43.744
Chen,9,40.560
Chen,7,40.534
Chen,8,45.741
Chen,3,46.080
Bujnicki,2,48.007
Bujnicki,3,50.719
Bujnicki,1,56.837
