Lab,Num,INF nwc
Bujnicki,1,0.5
Bujnicki,2,0.000
Bujnicki,3,0.5
Bujnicki,4,0.000
Bujnicki,5,0.000
Chen,1,0.000
Chen,2,-1.000
Chen,3,0.000
Chen,4,-1.000
Chen,5,0.000
Chen,6,0.000
Chen,7,0.000
Chen,8,0.000
Chen,9,0.000
Chen,10,0.000
Ding,1,0.000
Ding,2,-1.000
Ding,3,0.000
Ding,4,0.000
Nithin,1,0.000
Nithin,2,0.000
Nithin,3,0.000
Nithin,4,0.000
Nithin,5,0.000
RNAComposer,1,0.000
RNAComposer,2,0.000
RNAComposer,3,0.000
RNAComposer,4,0.000
RNAComposer,5,0.000
Szachniuk,1,0.000
Szachniuk,2,0.000
Szachniuk,3,0.000
Szachniuk,4,0.000
