Adamiak,1,0.957
Adamiak,2,0.957
Adamiak,3,0.957
Adamiak,4,0.957
Bujnicki,1,0.979
Bujnicki,2,0.936
Bujnicki,3,0.989
Bujnicki,4,0.969
Bujnicki,5,0.968
Chen,1,0.934
Chen,2,0.957
Chen,3,0.945
Chen,4,0.945
Chen,5,0.922
Chen,6,0.957
Chen,7,0.956
Chen,8,0.922
Chen,9,0.945
Chen,10,0.967
Das,1,0.969
Das,2,0.948
Das,3,0.979
Das,4,0.948
Das,5,0.969
Das,6,0.927
Das,7,0.969
Das,8,0.958
Das,9,0.969
Das,10,0.979
Ding,1,0.910
Ding,2,0.874
Ding,3,0.910
FARFAR2,1,0.948
FARFAR2,2,0.948
FARFAR2,3,0.969
FARFAR2,4,0.927
FARFAR2,5,0.927
FARFAR2,6,0.969
FARFAR2,7,0.958
FARFAR2,8,0.958
FARFAR2,9,0.948
FARFAR2,10,0.979
Lab,Num,INF wc
RNAComposer,1,0.922
RNAComposer,2,0.922
RNAComposer,3,0.922
SimRNA,1,0.891
SimRNA,2,0.910
SimRNA,3,0.863
SimRNA,4,0.7924
SimRNA,5,0.9184
TFN,1,0.969
TFN,2,0.958
TFN,3,0.969
TFN,4,0.979
TFN,5,0.948
TFN,6,0.957
TFN,7,0.958
TFN,8,0.948
TFN,9,0.948
TFN,10,0.9585
Xiao,1,0.636
Xiao,2,0.501
Xiao,3,0.523
Xiao,4,0.523
Xiao,5,0.523
iFoldRNA,1,0.8866
iFoldRNA,2,0.7667
