Lab,Num,P-value
Chen,2,0.00e+00
Chen,9,0.00e+00
Chen,1,0.00e+00
Chen,10,0.00e+00
Chen,8,0.00e+00
Chen,7,0.00e+00
Chen,5,0.00e+00
Chen,4,0.00e+00
Chen,3,0.00e+00
Chen,6,0.00e+00
Bujnicki,1,0.00e+00
Bujnicki,5,0.00e+00
Bujnicki,2,0.00e+00
Bujnicki,4,0.00e+00
Bujnicki,3,0.00e+00
Santalucia,1,0.00e+00
Adamiak,3,0.00e+00
Adamiak,2,0.00e+00
Major,1,0.00e+00
Adamiak,5,0.00e+00
Das,1,0.00e+00
Das,2,0.00e+00
Das,3,0.00e+00
Das,4,0.00e+00
Das,5,0.00e+00
Adamiak,1,0.00e+00
Dokholyan,1,0.00e+00
Dokholyan,2,0.00e+00
Adamiak,4,0.00e+00
Mikolajczak,1,0.00e+00
