Bujnicki,1,0.957
Bujnicki,2,0.930
Bujnicki,3,0.955
Bujnicki,4,0.978
Bujnicki,5,0.938
Chen,1,0.978
Chen,2,0.934
Chen,3,0.955
Chen,4,0.957
Chen,5,0.934
Chen,6,0.934
Chen,7,0.957
Chen,8,0.930
Chen,9,0.955
Chen,10,0.955
Dfold,1,0.000
Dfold,2,0.783
Dfold,3,0.233
Dfold,4,0.000
Dfold,5,0.000
Dfold,6,0.000
Dfold,7,0.000
Dfold,8,0.057
Dfold,9,-
Dfold,10,0.373
Ding,1,0.909
Ding,2,0.957
Ding,3,0.934
Ding,4,0.930
Ding,5,0.858
Ding,6,0.858
Ding,7,0.858
Ding,8,0.858
Ding,9,0.831
Ding,10,0.831
Dokholyan,1,0.934
Dokholyan,2,0.906
Lab,Num,INF wc
Nithin,1,0.9364
Nithin,2,0.909
Nithin,3,0.909
Nithin,4,0.909
Nithin,5,0.909
Perez,1,0.854
Perez,2,0.831
Perez,3,0.880
Perez,4,0.831
Perez,5,0.880
Perez,6,0.6255
Perez,7,0.746
Perez,8,0.746
Perez,9,0.810
Perez,10,0.858
RNAComposer,1,0.934
RNAComposer,2,0.978
RNAComposer,3,0.953
RNAComposer,4,0.957
RNAComposer,5,0.913
SimRNA,1,0.914
SimRNA,2,0.957
SimRNA,3,0.889
SimRNA,4,0.934
SimRNA,5,0.889
Szachniuk,1,0.930
Szachniuk,2,0.957
Szachniuk,3,0.953
Szachniuk,4,0.957
Szachniuk,5,0.889
Xiao,1,0.810
Xiao,2,0.837
Xiao,3,0.783
Xiao,4,0.783
Xiao,5,0.804
