Lab,Num,INF nwc
Dokholyan,2,0.000
Dokholyan,1,0.000
Chen,7,-
Chen,5,-
Bujnicki,2,-
Bujnicki,4,-
Chen,3,-
Chen,6,-
Chen,1,-
Chen,2,-
Szachniuk,5,-
Szachniuk,3,-
Ding,1,-
SimRNA,1,0.000
SimRNA,3,0.000
Chen,10,-
Bujnicki,5,-
SimRNA,4,-
Chen,9,-
Ding,3,-
Chen,8,-
Szachniuk,2,-
Ding,2,-
RNAComposer,5,-
RNAComposer,3,-
Perez,1,-
Ding,4,-
Szachniuk,1,-
Ding,6,-
RNAComposer,4,-
Ding,5,0.000
SimRNA,2,0.000
Nithin,2,-
Bujnicki,3,-
RNAComposer,2,-
RNAComposer,1,-
Xiao,5,-
Nithin,5,-
Ding,9,-
Perez,10,-
SimRNA,5,-
Ding,8,-
Ding,10,-
Nithin,4,-
Xiao,1,-
Szachniuk,4,-
Bujnicki,1,-
Nithin,3,-
Nithin,1,-
Chen,4,-
Dfold,2,0.000
Ding,7,-
Perez,6,-
Xiao,4,-
Perez,5,0.000
Perez,4,-
Perez,8,-
Perez,3,0.000
Xiao,3,-
Perez,7,-
Xiao,2,-
Perez,9,-
Perez,2,-
Dfold,10,0.000
Dfold,6,0.000
Dfold,9,-
Dfold,5,0.000
Dfold,4,0.000
Dfold,3,0.000
Dfold,7,0.000
Dfold,8,0.000
Dfold,1,-
