Lab,Num,DI all
Dokholyan,2,6.155
Dokholyan,1,5.737
Chen,7,5.968
Chen,5,6.794
Bujnicki,2,6.415
Bujnicki,4,6.277
Chen,3,6.716
Chen,6,6.700
Chen,1,6.506
Chen,2,7.055
Szachniuk,5,7.224
Szachniuk,3,7.449
Ding,1,7.569
SimRNA,1,7.044
SimRNA,3,7.284
Chen,10,6.786
Bujnicki,5,7.476
SimRNA,4,7.928
Chen,9,8.147
Ding,3,8.909
Chen,8,8.885
Szachniuk,2,8.968
Ding,2,9.683
RNAComposer,5,7.487
RNAComposer,3,10.972
Perez,1,12.861
Ding,4,11.930
Szachniuk,1,10.827
Ding,6,13.051
RNAComposer,4,11.862
Ding,5,12.997
SimRNA,2,12.378
Nithin,2,12.766
Bujnicki,3,12.827
RNAComposer,2,10.780
RNAComposer,1,14.218
Xiao,5,16.006
Nithin,5,14.004
Ding,9,16.599
Perez,10,14.796
SimRNA,5,14.477
Ding,8,16.417
Ding,10,17.142
Nithin,4,15.287
Xiao,1,17.187
Szachniuk,4,15.283
Bujnicki,1,15.193
Nithin,3,15.567
Nithin,1,12.947
Chen,4,15.893
Dfold,2,18.691
Ding,7,19.507
Perez,6,14.372
Xiao,4,20.191
Perez,5,20.159
Perez,4,21.322
Perez,8,26.038
Perez,3,23.371
Xiao,3,25.007
Perez,7,27.737
Xiao,2,24.365
Perez,9,24.737
Perez,2,27.953
Dfold,10,39.839
Dfold,6,49.681
Dfold,9,21.547
Dfold,5,52.393
Dfold,4,53.930
Dfold,3,45.584
Dfold,7,61.368
Dfold,8,62.377
Dfold,1,57.540
