Adamiak,1,0.950
Adamiak,2,0.943
Bujnicki,1,0.798
Bujnicki,2,0.791
Bujnicki,3,0.785
Bujnicki,4,0.804
Bujnicki,5,0.795
Chen,1,0.897
Chen,2,0.929
Chen,3,0.904
Chen,4,0.944
Chen,5,0.913
Chen,6,0.936
Chen,7,0.943
Chen,8,0.944
Chen,9,0.944
Chen,10,0.945
Das,1,0.910
Das,2,0.922
Das,3,0.904
Das,4,0.910
Das,5,0.922
Das,6,0.9463
Das,7,0.9463
Das,8,0.9341
Das,9,0.910
Das,10,0.922
FARFAR2,1,0.910
FARFAR2,2,0.922
FARFAR2,3,0.910
FARFAR2,4,0.904
FARFAR2,5,0.910
FARFAR2,6,0.922
FARFAR2,7,-
FARFAR2,8,-
FARFAR2,9,-
FARFAR2,10,-
Lab,Num,INF wc
RNAComposer,1,0.938
RNAComposer,2,0.929
RNAComposer,3,0.914
RNAComposer,4,0.910
RNAComposer,5,0.922
SimRNA,1,0.430
SimRNA,2,0.437
SimRNA,3,0.425
SimRNA,4,0.413
SimRNA,5,0.463
TFN,1,0.922
TFN,2,0.922
TFN,3,0.929
TFN,4,0.922
TFN,5,0.916
TFN,6,0.916
TFN,7,0.929
TFN,8,0.929
TFN,9,0.922
TFN,10,0.916
Xiao,1,0.302
Xiao,2,0.302
Xiao,3,0.302
Xiao,4,0.711
Xiao,5,0.711
iFoldRNA,1,0.400
iFoldRNA,2,0.417
iFoldRNA,3,0.383
iFoldRNA,4,0.434
iFoldRNA,5,0.435
