Lab,Num,DI all
TFN,2,11.896
Das,2,12.698
FARFAR2,2,12.698
FARFAR2,6,13.031
Das,5,13.422
FARFAR2,8,10.677
Das,8,10.838
FARFAR2,1,13.625
TFN,10,13.683
TFN,3,14.143
TFN,4,14.556
TFN,9,14.656
Chen,9,14.458
Chen,2,15.167
Chen,4,14.796
Das,6,11.807
FARFAR2,9,11.807
Das,9,14.796
Das,7,12.122
FARFAR2,7,12.122
Das,3,15.286
FARFAR2,4,15.286
Das,1,15.274
FARFAR2,3,15.274
TFN,6,15.779
TFN,1,16.222
Das,10,16.597
TFN,7,16.709
Chen,3,17.950
TFN,5,17.350
RNAComposer,4,18.880
Chen,1,19.613
Chen,8,18.569
Das,4,18.384
FARFAR2,5,18.384
TFN,8,19.059
Chen,5,19.659
Bujnicki,1,21.937
Chen,10,19.348
Bujnicki,3,22.338
RNAComposer,3,21.408
Chen,7,20.594
Bujnicki,2,23.040
FARFAR2,10,16.598
Chen,6,21.572
Adamiak,1,24.556
Adamiak,2,24.325
RNAComposer,1,27.539
RNAComposer,5,28.387
RNAComposer,2,27.739
Bujnicki,4,33.015
Bujnicki,5,33.076
Xiao,5,43.768
Xiao,4,48.742
Xiao,1,93.454
SimRNA,5,87.406
Xiao,2,98.062
Xiao,3,103.017
SimRNA,2,105.455
iFoldRNA,3,111.381
iFoldRNA,2,118.556
iFoldRNA,5,123.500
SimRNA,3,118.297
SimRNA,4,129.183
iFoldRNA,1,132.911
SimRNA,1,139.673
iFoldRNA,4,148.106
