Lab,Num,INF all
TS229,3,0.741
TS239,3,0.741
TS439,3,0.741
TS229,2,0.703
TS239,2,0.703
TS439,2,0.703
TS287,1,0.708
TS287,5,0.724
TS287,3,0.735
TS235,5,0.604
TS227,2,0.554
TS287,2,0.698
TS119,1,0.650
TS147,4,0.647
TS119,5,0.654
TS434,5,0.625
TS245,1,0.454
TS385,1,0.454
TS392,3,0.638
TS232,4,0.633
TS147,2,0.599
TS185,4,0.671
TS444,5,0.725
TS131,5,0.687
TS494,5,0.693
TS494,4,0.683
TS081,3,0.727
TS392,5,0.663
TS229,1,0.665
TS239,1,0.665
TS439,1,0.665
TS392,1,0.649
TS392,2,0.684
TS227,3,0.652
TS232,5,0.670
TS257,1,0.612
TS147,5,0.550
TS392,4,0.667
TS238,2,0.605
TS081,2,0.698
TS232,3,0.643
TS119,2,0.600
TS434,3,0.579
TS081,5,0.735
TS081,1,0.709
TS185,3,0.631
TS232,1,0.639
TS232,2,0.632
TS257,2,0.642
TS257,3,0.664
TS470,4,0.602
TS489,4,0.602
TS177,3,0.551
TS444,1,0.737
TS434,1,0.585
TS131,1,0.700
TS177,1,0.562
TS470,5,0.663
TS489,5,0.663
TS035,5,0.690
TS081,4,0.713
TS257,4,0.638
TS235,4,0.706
TS494,2,0.647
TS494,3,0.639
TS131,3,0.675
TS444,3,0.729
TS076,5,0.671
TS185,1,0.656
TS470,2,0.634
TS489,2,0.634
TS434,4,0.564
TS235,2,0.656
TS245,4,0.497
TS131,2,0.690
TS229,4,0.658
TS239,4,0.658
TS439,4,0.658
TS444,2,0.725
TS185,2,0.593
TS257,5,0.670
TS494,1,0.644
TS434,2,0.561
TS119,3,0.658
TS035,4,0.537
TS076,4,0.620
TS119,4,0.661
TS076,2,0.626
TS131,4,0.653
TS076,1,0.624
TS444,4,0.698
TS287,4,0.752
TS035,1,0.685
TS035,2,0.685
TS035,3,0.685
TS470,1,0.595
TS489,1,0.595
TS235,1,0.651
TS177,2,0.446
TS229,5,0.632
TS239,5,0.632
TS439,5,0.632
TS245,5,0.460
TS029,1,0.294
TS248,4,0.104
TS147,1,0.522
TS245,2,0.491
TS054,1,0.660
TS054,2,0.660
TS054,3,0.660
TS054,4,0.660
TS125,1,0.660
TS125,2,0.660
TS125,3,0.660
TS125,4,0.660
TS125,5,0.660
TS054,5,0.679
TS029,3,0.378
TS097,1,0.402
TS227,1,0.521
TS076,3,0.628
TS235,3,0.553
TS029,2,0.345
TS470,3,0.598
TS489,3,0.598
TS248,5,0.103
TS248,3,0.116
TS248,1,0.103
TS248,2,0.104
TS245,3,0.408
TS185,5,0.653
TS227,4,0.604
