Lab,Num,INF wc
TS229,3,0.867
TS239,3,0.867
TS439,3,0.867
TS229,2,0.800
TS239,2,0.800
TS439,2,0.800
TS287,1,0.889
TS287,5,0.889
TS287,3,0.889
TS235,5,0.670
TS227,2,0.588
TS287,2,0.889
TS119,1,0.648
TS147,4,0.739
TS119,5,0.696
TS434,5,0.710
TS245,1,0.379
TS385,1,0.379
TS392,3,0.795
TS232,4,0.613
TS147,2,0.645
TS185,4,0.784
TS444,5,0.871
TS131,5,0.720
TS494,5,0.745
TS494,4,0.723
TS081,3,0.889
TS392,5,0.815
TS229,1,0.815
TS239,1,0.815
TS439,1,0.815
TS392,1,0.834
TS392,2,0.815
TS227,3,0.742
TS232,5,0.613
TS257,1,0.705
TS147,5,0.647
TS392,4,0.864
TS238,2,0.629
TS081,2,0.889
TS232,3,0.603
TS119,2,0.610
TS434,3,0.747
TS081,5,0.889
TS081,1,0.889
TS185,3,0.745
TS232,1,0.613
TS232,2,0.613
TS257,2,0.723
TS257,3,0.807
TS470,4,0.627
TS489,4,0.627
TS177,3,0.534
TS444,1,0.849
TS434,1,0.667
TS131,1,0.677
TS177,1,0.516
TS470,5,0.697
TS489,5,0.697
TS035,5,0.767
TS081,4,0.889
TS257,4,0.786
TS235,4,0.782
TS494,2,0.648
TS494,3,0.649
TS131,3,0.742
TS444,3,0.849
TS076,5,0.808
TS185,1,0.804
TS470,2,0.697
TS489,2,0.697
TS434,4,0.634
TS235,2,0.768
TS245,4,0.508
TS131,2,0.700
TS229,4,0.810
TS239,4,0.810
TS439,4,0.810
TS444,2,0.839
TS185,2,0.766
TS257,5,0.790
TS494,1,0.649
TS434,2,0.575
TS119,3,0.672
TS035,4,0.388
TS076,4,0.641
TS119,4,0.653
TS076,2,0.641
TS131,4,0.653
TS076,1,0.625
TS444,4,0.747
TS287,4,0.871
TS035,1,0.820
TS035,2,0.820
TS035,3,0.820
TS470,1,0.627
TS489,1,0.627
TS235,1,0.729
TS177,2,0.345
TS229,5,0.742
TS239,5,0.742
TS439,5,0.742
TS245,5,0.191
TS029,1,0.139
TS248,4,0.000
TS147,1,0.651
TS245,2,0.440
TS054,1,0.768
TS054,2,0.768
TS054,3,0.768
TS054,4,0.768
TS125,1,0.768
TS125,2,0.768
TS125,3,0.768
TS125,4,0.768
TS125,5,0.768
TS054,5,0.844
TS029,3,0.042
TS097,1,0.548
TS227,1,0.599
TS076,3,0.617
TS235,3,0.462
TS029,2,0.000
TS470,3,0.635
TS489,3,0.635
TS248,5,0.000
TS248,3,0.000
TS248,1,0.000
TS248,2,0.000
TS245,3,0.161
TS185,5,0.803
TS227,4,0.623
