Lab,Num,TM-score
TS229,3,0.2410
TS239,3,0.2410
TS439,3,0.2410
TS229,2,0.2200
TS239,2,0.2200
TS439,2,0.2200
TS287,1,0.2740
TS287,5,0.2440
TS287,3,0.2460
TS235,5,0.2570
TS227,2,0.2610
TS287,2,0.2680
TS119,1,0.2450
TS147,4,0.2710
TS119,5,0.2460
TS434,5,0.2740
TS245,1,0.2260
TS385,1,0.2260
TS392,3,0.2250
TS232,4,0.2560
TS147,2,0.2140
TS185,4,0.2220
TS444,5,0.2730
TS131,5,0.2710
TS494,5,0.2700
TS494,4,0.2700
TS081,3,0.3070
TS392,5,0.2670
TS229,1,0.2370
TS239,1,0.2370
TS439,1,0.2370
TS392,1,0.2670
TS392,2,0.2610
TS227,3,0.2360
TS232,5,0.2740
TS257,1,0.1800
TS147,5,0.2390
TS392,4,0.2470
TS238,2,0.2650
TS081,2,0.2590
TS232,3,0.2690
TS119,2,0.2260
TS434,3,0.2020
TS081,5,0.2700
TS081,1,0.2480
TS185,3,0.1950
TS232,1,0.2570
TS232,2,0.2660
TS257,2,0.2450
TS257,3,0.2290
TS470,4,0.2180
TS489,4,0.2180
TS177,3,0.2320
TS444,1,0.2130
TS434,1,0.2660
TS131,1,0.2110
TS177,1,0.2340
TS470,5,0.2220
TS489,5,0.2220
TS035,5,0.2540
TS081,4,0.2370
TS257,4,0.2270
TS235,4,0.2500
TS494,2,0.2580
TS494,3,0.2580
TS131,3,0.2640
TS444,3,0.2630
TS076,5,0.2570
TS185,1,0.2410
TS470,2,0.2140
TS489,2,0.2140
TS434,4,0.2420
TS235,2,0.2010
TS245,4,0.1860
TS131,2,0.2640
TS229,4,0.2670
TS239,4,0.2670
TS439,4,0.2670
TS444,2,0.2700
TS185,2,0.2040
TS257,5,0.2430
TS494,1,0.2630
TS434,2,0.2060
TS119,3,0.2470
TS035,4,0.2740
TS076,4,0.2420
TS119,4,0.2490
TS076,2,0.2490
TS131,4,0.2320
TS076,1,0.2650
TS444,4,0.2480
TS287,4,0.2520
TS035,1,0.2640
TS035,2,0.2640
TS035,3,0.2640
TS470,1,0.2610
TS489,1,0.2610
TS235,1,0.2120
TS177,2,0.1370
TS229,5,0.2410
TS239,5,0.2410
TS439,5,0.2410
TS245,5,0.1370
TS029,1,0.2600
TS248,4,0.0410
TS147,1,0.2360
TS245,2,0.1400
TS054,1,0.2260
TS054,2,0.2260
TS054,3,0.2260
TS054,4,0.2260
TS125,1,0.2260
TS125,2,0.2260
TS125,3,0.2260
TS125,4,0.2260
TS125,5,0.2260
TS054,5,0.2250
TS029,3,0.2160
TS097,1,0.1650
TS227,1,0.2310
TS076,3,0.2560
TS235,3,0.2520
TS029,2,0.2090
TS470,3,0.2500
TS489,3,0.2500
TS248,5,0.0380
TS248,3,0.0300
TS248,1,0.0360
TS248,2,0.0360
TS245,3,0.1810
TS185,5,0.1920
TS227,4,0.2410
