Adamiak,1,0.9689
Adamiak,2,0.923
Adamiak,3,0.923
Adamiak,4,0.923
Bujnicki,1,0.951
Bujnicki,2,0.851
Bujnicki,3,0.975
Bujnicki,4,0.929
Bujnicki,5,0.9794
Chen,1,0.895
Chen,2,0.895
Chen,3,0.923
Chen,4,0.895
Chen,5,0.923
Chen,6,0.895
Chen,7,0.919
Chen,8,0.923
Chen,9,0.895
Chen,10,0.919
Das,1,0.929
Das,2,0.880
Das,3,0.951
Das,4,0.880
Das,5,0.929
Das,6,0.831
Das,7,0.929
Das,8,0.901
Das,9,0.929
Das,10,0.951
Ding,1,0.895
Ding,2,0.923
Ding,3,0.895
FARFAR2,1,0.880
FARFAR2,2,0.880
FARFAR2,3,0.929
FARFAR2,4,0.831
FARFAR2,5,0.831
FARFAR2,6,0.929
FARFAR2,7,0.901
FARFAR2,8,0.901
FARFAR2,9,0.880
FARFAR2,10,0.951
Lab,Num,INF wc
RNAComposer,1,0.9368
RNAComposer,2,0.9368
RNAComposer,3,0.9476
SimRNA,1,0.901
SimRNA,2,0.947
SimRNA,3,0.923
SimRNA,4,0.901
SimRNA,5,0.951
TFN,1,0.929
TFN,2,0.901
TFN,3,0.929
TFN,4,0.951
TFN,5,0.880
TFN,6,0.895
TFN,7,0.901
TFN,8,0.880
TFN,9,0.880
TFN,10,0.872
Xiao,1,0.382
Xiao,2,0.000
Xiao,3,0.000
Xiao,4,0.000
Xiao,5,0.000
iFoldRNA,1,0.947
iFoldRNA,2,0.821
