Lab,Num,DI all
Das,7,13.160
Das,6,13.880
Chen,3,19.446
Das,8,19.270
Xiao,1,21.920
Xiao,3,22.188
Xiao,2,20.023
SimRNA,3,21.786
SimRNA,1,20.848
Das,1,20.624
Ding,1,18.734
Chen,1,27.586
SimRNA,4,21.142
Ding,3,20.678
SimRNA,5,21.868
SimRNA,2,24.481
Ding,2,24.715
Das,9,20.258
Bujnicki,3,337.618
Das,4,19.916
Das,5,19.184
Bujnicki,1,352.349
Bujnicki,2,167.235
Das,10,22.766
Dokholyan,1,28.419
Das,3,19.988
Ding,4,23.004
Das,2,19.482
Chen,2,22.967
Szachniuk,1,21.833
Szachniuk,2,22.729
Ding,5,23.533
Szachniuk,3,25.575
Xiao,5,57.309
Xiao,4,54.491
