Lab,Num,INF nwc
Das,7,0.447
Das,6,0.572
Chen,3,0.283
Das,8,0.422
Xiao,1,0.000
Xiao,3,-1.000
Xiao,2,0.000
SimRNA,3,-1.000
SimRNA,1,0.000
Das,1,0.447
Ding,1,0.359
Chen,1,0.424
SimRNA,4,0.000
Ding,3,0.387
SimRNA,5,-1.000
SimRNA,2,0.000
Ding,2,0.283
Das,9,0.671
Bujnicki,3,-1.000
Das,4,0.447
Das,5,0.600
Bujnicki,1,0.000
Bujnicki,2,-1.000
Das,10,0.381
Dokholyan,1,0.000
Das,3,0.600
Ding,4,0.447
Das,2,0.447
Chen,2,0.548
Szachniuk,1,0.447
Szachniuk,2,0.447
Ding,5,0.478
Szachniuk,3,0.447
Xiao,5,0.000
Xiao,4,0.000
