Adamiak,1,0.408
Adamiak,2,0.408
Bujnicki,1,0.775
Bujnicki,2,0.775
Bujnicki,3,0.775
Bujnicki,4,0.775
Bujnicki,5,0.775
Chen,1,0.775
Chen,2,0.775
Chen,3,0.775
Chen,4,0.775
Chen,5,0.775
Chen,6,0.775
Chen,7,0.775
Chen,8,0.775
Chen,9,0.775
Chen,10,0.775
Das,1,0.866
Das,2,0.866
Das,3,0.866
Das,4,0.866
Das,5,0.866
Das,6,0.866
Das,7,0.866
Das,8,0.866
Das,9,0.866
Das,10,0.866
FARFAR2,1,0.866
FARFAR2,2,0.866
FARFAR2,3,0.866
FARFAR2,4,0.866
FARFAR2,5,0.866
FARFAR2,6,0.866
FARFAR2,7,0.866
FARFAR2,8,0.866
FARFAR2,9,0.866
FARFAR2,10,0.866
Lab,Num,INF nwc
RNAComposer,1,0.4564
RNAComposer,2,0.816
RNAComposer,3,0.816
RNAComposer,4,0.577
RNAComposer,5,0.4619
SimRNA,1,-
SimRNA,2,-
SimRNA,3,0.000
SimRNA,4,-
SimRNA,5,-
TFN,1,0.866
TFN,2,0.866
TFN,3,0.866
TFN,4,0.866
TFN,5,0.866
TFN,6,0.866
TFN,7,0.866
TFN,8,0.866
TFN,9,0.866
TFN,10,0.866
Xiao,1,-
Xiao,2,-
Xiao,3,-
Xiao,4,-
Xiao,5,-
iFoldRNA,1,-
iFoldRNA,2,-
iFoldRNA,3,-
iFoldRNA,4,-
iFoldRNA,5,0.000
