Lab,Num,INF nwc
Chen,4,-
Szachniuk,5,-
RNAComposer,3,-
Szachniuk,3,-
Perez,10,-
Xiao,3,-
Ding,5,-
Xiao,1,-
Das,5,-
Szachniuk,1,-
Perez,4,-
ARES,9,-
Perez,2,-
Perez,5,-
Xiao,2,-
Ding,3,-
Ding,6,-
ARES,8,-
Ding,1,-
ARES,10,-
Das,10,-
Dfold,2,-
FARFAR2,9,-
Ding,7,-
ARES,5,-
Ding,8,-
Ding,4,-
Perez,8,-
Perez,6,-
Xiao,5,-
Perez,1,-
Perez,7,-
Szachniuk,2,-
Das,4,-
Ding,2,-
Dfold,1,-
Perez,3,-
SimRNA,3,-
SimRNA,5,-
Bujnicki,4,-
RNAComposer,4,-
SimRNA,1,-
Chen,2,-
Xiao,4,-
Chen,1,-
Bujnicki,2,-
Dfold,5,-
Perez,9,-
SimRNA,2,-
Chen,3,-
FARFAR2,4,-
Szachniuk,4,-
Nithin,5,-
Dokholyan,1,-
Dfold,3,-
ARES,6,-
Das,8,-
Dfold,8,-
ARES,7,-
Das,9,-
Dfold,10,-
FARFAR2,2,-
Dfold,4,-
Boniecki,4,-
Dfold,7,-
Dfold,6,-
Boniecki,3,-
Boniecki,5,-
Das,1,-
FARFAR2,3,-
Boniecki,2,-
Bujnicki,1,-
Boniecki,1,-
Chen,5,-
RNAComposer,1,-
Dfold,9,-
Dokholyan,3,-
Nithin,2,-
Das,2,-
FARFAR2,5,-
Das,3,-
FARFAR2,6,-
RNAComposer,2,-
ARES,2,-
Chen,10,-
Nithin,1,-
FARFAR2,10,-
Chen,9,-
Bujnicki,3,-
ARES,4,-
Das,7,-
SimRNA,4,-
FARFAR2,1,-
ARES,3,-
Chen,8,-
Chen,6,-
FARFAR2,8,-
RNAComposer,5,-
Nithin,3,-
FARFAR2,7,-
ARES,1,-
Das,6,-
Bujnicki,5,-
Nithin,4,-
Dokholyan,2,-
Chen,7,-
