Lab,Num,DI all
Chen,4,6.611
Szachniuk,5,6.280
RNAComposer,3,7.740
Szachniuk,3,8.132
Perez,10,10.752
Xiao,3,9.510
Ding,5,9.985
Xiao,1,9.493
Das,5,8.737
Szachniuk,1,8.803
Perez,4,9.644
ARES,9,9.734
Perez,2,9.721
Perez,5,12.739
Xiao,2,7.955
Ding,3,11.705
Ding,6,10.948
ARES,8,10.393
Ding,1,12.117
ARES,10,10.988
Das,10,10.988
Dfold,2,11.533
FARFAR2,9,10.577
Ding,7,12.788
ARES,5,11.231
Ding,8,12.703
Ding,4,12.143
Perez,8,15.137
Perez,6,15.438
Xiao,5,14.140
Perez,1,14.949
Perez,7,13.239
Szachniuk,2,13.503
Das,4,12.750
Ding,2,14.533
Dfold,1,20.336
Perez,3,15.536
SimRNA,3,17.861
SimRNA,5,18.978
Bujnicki,4,20.590
RNAComposer,4,18.254
SimRNA,1,19.184
Chen,2,17.150
Xiao,4,16.907
Chen,1,16.888
Bujnicki,2,20.245
Dfold,5,25.316
Perez,9,18.268
SimRNA,2,21.202
Chen,3,19.822
FARFAR2,4,18.792
Szachniuk,4,13.881
Nithin,5,21.616
Dokholyan,1,22.352
Dfold,3,26.495
ARES,6,16.915
Das,8,16.915
Dfold,8,37.179
ARES,7,18.853
Das,9,18.853
Dfold,10,39.849
FARFAR2,2,18.410
Dfold,4,33.515
Boniecki,4,50.163
Dfold,7,47.311
Dfold,6,47.647
Boniecki,3,45.364
Boniecki,5,37.281
Das,1,32.231
FARFAR2,3,32.231
Boniecki,2,48.991
Bujnicki,1,35.662
Boniecki,1,47.386
Chen,5,41.185
RNAComposer,1,76.122
Dfold,9,44.543
Dokholyan,3,42.237
Nithin,2,42.399
Das,2,35.993
FARFAR2,5,35.993
Das,3,41.857
FARFAR2,6,41.857
RNAComposer,2,62.642
ARES,2,44.816
Chen,10,51.842
Nithin,1,63.706
FARFAR2,10,49.946
Chen,9,50.393
Bujnicki,3,52.572
ARES,4,57.583
Das,7,57.583
SimRNA,4,54.718
FARFAR2,1,54.259
ARES,3,54.937
Chen,8,50.010
Chen,6,63.903
FARFAR2,8,55.891
RNAComposer,5,77.969
Nithin,3,74.868
FARFAR2,7,58.591
ARES,1,61.845
Das,6,61.845
Bujnicki,5,58.240
Nithin,4,60.435
Dokholyan,2,66.225
Chen,7,56.359
