Lab,Num,TM-score
TS232,1,0.7870
TS232,5,0.7130
TS232,4,0.7240
TS232,2,0.7030
TS232,3,0.6980
TS287,1,0.6680
TS287,3,0.5820
TS125,2,0.4300
TS416,2,0.4300
TS081,5,0.3930
TS081,1,0.4040
TS081,3,0.3890
TS081,2,0.3780
TS125,3,0.4060
TS416,3,0.4060
TS081,4,0.3880
TS235,3,0.3590
TS392,5,0.4150
TS185,1,0.3320
TS235,2,0.3690
TS229,1,0.3360
TS439,1,0.3360
TS185,2,0.2710
TS185,5,0.2690
TS185,4,0.2640
TS163,1,0.2320
TS235,1,0.4140
TS185,3,0.3040
TS239,3,0.2440
TS235,5,0.3060
TS434,1,0.3370
TS054,1,0.2880
TS238,2,0.2680
TS238,1,0.2920
TS125,1,0.2690
TS416,1,0.2690
TS439,4,0.2690
TS229,2,0.3480
TS229,4,0.2930
TS239,1,0.2930
TS439,2,0.2930
TS439,5,0.2930
TS239,2,0.2550
TS147,3,0.4280
TS147,4,0.4190
TS227,5,0.4350
TS238,3,0.2810
TS235,4,0.2380
TS054,4,0.2190
TS248,5,0.3940
TS287,2,0.3120
TS147,1,0.3630
TS125,5,0.2520
TS054,2,0.2650
TS054,5,0.2650
TS470,5,0.2760
TS489,5,0.2760
TS470,3,0.2810
TS489,3,0.2810
TS434,4,0.3130
TS076,3,0.2660
TS416,4,0.2790
TS128,3,0.2290
TS227,4,0.3620
TS285,5,0.2800
TS434,3,0.3460
TS439,3,0.2790
TS470,1,0.2790
TS489,1,0.2790
TS248,1,0.3370
TS248,3,0.3750
TS119,3,0.2570
TS227,3,0.3550
TS147,5,0.3550
TS470,4,0.2880
TS489,4,0.2880
TS119,5,0.2540
TS470,2,0.2750
TS489,2,0.2750
TS125,4,0.2620
TS434,5,0.3480
TS128,5,0.3080
TS287,4,0.3390
TS227,2,0.3420
TS285,2,0.2910
TS029,3,0.2310
TS119,1,0.2880
TS248,2,0.3270
TS287,5,0.3130
TS416,5,0.2500
TS285,3,0.2690
TS285,1,0.3070
TS147,2,0.3590
TS128,4,0.2750
TS035,4,0.2220
TS035,2,0.2610
TS285,4,0.2590
TS054,3,0.3120
TS177,1,0.1720
TS245,4,0.1440
TS076,1,0.2770
TS128,2,0.2760
TS076,2,0.2700
TS245,1,0.2440
TS076,4,0.2560
TS434,2,0.2900
TS245,2,0.1760
TS392,4,0.2770
TS035,1,0.2340
TS227,1,0.2930
TS229,3,0.2380
TS029,2,0.1520
TS119,2,0.3100
TS035,5,0.2100
TS245,5,0.1590
TS035,3,0.2280
TS029,1,0.1890
TS392,1,0.1660
TS119,4,0.3350
TS029,4,0.2170
TS239,5,0.2390
TS076,5,0.3100
TS248,4,0.2660
TS229,5,0.3400
TS239,4,0.3400
TS392,2,0.1950
TS110,2,0.3260
TS128,1,0.2830
TS110,1,0.3230
TS392,3,0.1910
TS245,3,0.1820
TS097,1,0.1650
TS131,1,0.1270
TS131,5,0.1610
TS131,4,0.1070
TS131,2,0.1210
TS131,3,0.1500
