Lab,Num,INF stacking
TS232,1,0.832
TS232,5,0.832
TS232,4,0.826
TS232,2,0.822
TS232,3,0.831
TS287,1,0.793
TS287,3,0.832
TS125,2,0.807
TS416,2,0.807
TS081,5,0.823
TS081,1,0.868
TS081,3,0.848
TS081,2,0.862
TS125,3,0.783
TS416,3,0.783
TS081,4,0.853
TS235,3,0.790
TS392,5,0.793
TS185,1,0.753
TS235,2,0.780
TS229,1,0.778
TS439,1,0.778
TS185,2,0.762
TS185,5,0.750
TS185,4,0.761
TS163,1,0.317
TS235,1,0.797
TS185,3,0.771
TS239,3,0.663
TS235,5,0.771
TS434,1,0.797
TS054,1,0.805
TS238,2,0.710
TS238,1,0.652
TS125,1,0.761
TS416,1,0.761
TS439,4,0.761
TS229,2,0.683
TS229,4,0.701
TS239,1,0.701
TS439,2,0.701
TS439,5,0.701
TS239,2,0.635
TS147,3,0.751
TS147,4,0.795
TS227,5,0.796
TS238,3,0.669
TS235,4,0.803
TS054,4,0.782
TS248,5,0.812
TS287,2,0.782
TS147,1,0.771
TS125,5,0.764
TS054,2,0.793
TS054,5,0.756
TS470,5,0.763
TS489,5,0.763
TS470,3,0.733
TS489,3,0.733
TS434,4,0.797
TS076,3,0.774
TS416,4,0.783
TS128,3,0.790
TS227,4,0.797
TS285,5,0.766
TS434,3,0.759
TS439,3,0.761
TS470,1,0.761
TS489,1,0.761
TS248,1,0.816
TS248,3,0.792
TS119,3,0.764
TS227,3,0.763
TS147,5,0.776
TS470,4,0.747
TS489,4,0.747
TS119,5,0.721
TS470,2,0.764
TS489,2,0.764
TS125,4,0.767
TS434,5,0.756
TS128,5,0.777
TS287,4,0.802
TS227,2,0.771
TS285,2,0.763
TS029,3,0.508
TS119,1,0.779
TS248,2,0.798
TS287,5,0.794
TS416,5,0.789
TS285,3,0.782
TS285,1,0.744
TS147,2,0.772
TS128,4,0.807
TS035,4,0.646
TS035,2,0.656
TS285,4,0.751
TS054,3,0.791
TS177,1,0.528
TS245,4,0.630
TS076,1,0.774
TS128,2,0.799
TS076,2,0.766
TS245,1,0.647
TS076,4,0.780
TS434,2,0.763
TS245,2,0.661
TS392,4,0.689
TS035,1,0.641
TS227,1,0.764
TS229,3,0.746
TS029,2,0.469
TS119,2,0.789
TS035,5,0.622
TS245,5,0.631
TS035,3,0.646
TS029,1,0.485
TS392,1,0.619
TS119,4,0.730
TS029,4,0.524
TS239,5,0.776
TS076,5,0.785
TS248,4,0.803
TS229,5,0.733
TS239,4,0.733
TS392,2,0.694
TS110,2,0.796
TS128,1,0.745
TS110,1,0.793
TS392,3,0.665
TS245,3,0.642
TS097,1,0.536
TS131,1,0.656
TS131,5,0.660
TS131,4,0.636
TS131,2,0.660
TS131,3,0.674
