Lab,Num,INF wc
Chen,6,0.964
Szachniuk,4,0.929
Chen,3,0.889
Chen,2,0.926
Chen,7,0.964
Chen,4,0.926
Szachniuk,1,0.889
Chen,1,0.926
Szachniuk,3,0.964
Yang,2,0.889
Szachniuk,2,0.964
Chen,5,0.964
Yang,6,0.606
RNAComposer,5,0.897
DasSWMapo,2,0.964
Yang,1,0.707
DasARESapo,2,0.964
Chen,8,0.964
Yang,7,0.655
RNAComposer,3,0.935
DasFARFAR2ARESholo,1,0.897
DiMaio,1,0.806
RNAComposer,2,0.869
DasSWMapo,5,0.929
Bujnicki,5,0.357
Bujnicki,4,0.345
DasARESapo,4,0.935
DasFARFAR2ARESholo,2,0.935
DasSWMapo,1,0.964
Yang,3,0.964
DasARESapo,1,0.897
DasFARFAR2ARESholo,4,0.897
DasFARFAR2apo,1,0.897
Chen,10,0.929
DasSWMapo,3,0.964
Bujnicki,3,0.345
DasFARFAR2ARESholo,5,0.966
DasFARFAR2apo,3,0.964
Bujnicki,1,0.334
DasARESapo,3,0.929
Szachniuk,5,0.964
RNAComposer,1,0.929
Bujnicki,2,0.315
DasARESapo,5,0.897
DasFARFAR2ARESholo,3,0.929
DasFARFAR2apo,4,0.929
Yang,9,-
Chen,9,0.964
SimRNA,1,0.000
Yang,8,0.463
DasFARFAR2apo,5,0.964
RNAComposer,4,0.845
Yang,4,0.707
SimRNA,4,0.000
DasFARFAR2apo,2,0.935
Xiao,1,0.472
Xiao,6,0.472
DasSWMapo,4,0.897
Xiao,2,0.676
Dokholyan,3,0.000
Dokholyan,2,0.000
SimRNA,3,0.000
Dokholyan,1,0.000
Dfold,6,0.000
Dfold,7,0.000
Dfold,8,0.000
Xiao,3,0.000
Yang,5,0.802
Dfold,11,0.000
Dfold,9,0.000
Dfold,3,0.000
Xiao,4,0.000
Dfold,2,0.000
Ding,1,0.000
SimRNA,2,0.000
Dfold,4,0.267
Yang,10,0.371
Dokholyan,5,0.000
Dfold,1,0.000
Dokholyan,4,0.000
Xiao,5,0.000
SimRNA,5,0.324
Dfold,5,0.000
Zhou,1,-
Dfold,10,0.000
