Lab,Num,INF nwc
Chen,6,0.000
Szachniuk,4,0.000
Chen,3,0.000
Chen,2,0.000
Chen,7,0.000
Chen,4,0.000
Szachniuk,1,0.000
Chen,1,0.000
Szachniuk,3,0.000
Yang,2,0.000
Szachniuk,2,0.000
Chen,5,0.126
Yang,6,0.000
RNAComposer,5,0.000
DasSWMapo,2,0.000
Yang,1,0.000
DasARESapo,2,0.000
Chen,8,0.000
Yang,7,0.000
RNAComposer,3,0.000
DasFARFAR2ARESholo,1,0.000
DiMaio,1,0.000
RNAComposer,2,0.000
DasSWMapo,5,0.000
Bujnicki,5,0.000
Bujnicki,4,0.000
DasARESapo,4,0.000
DasFARFAR2ARESholo,2,0.000
DasSWMapo,1,0.000
Yang,3,-1.000
DasARESapo,1,-1.000
DasFARFAR2ARESholo,4,0.000
DasFARFAR2apo,1,0.000
Chen,10,0.000
DasSWMapo,3,0.000
Bujnicki,3,0.000
DasFARFAR2ARESholo,5,0.000
DasFARFAR2apo,3,0.000
Bujnicki,1,0.000
DasARESapo,3,0.000
Szachniuk,5,0.000
RNAComposer,1,-1.000
Bujnicki,2,-1.000
DasARESapo,5,0.000
DasFARFAR2ARESholo,3,0.000
DasFARFAR2apo,4,0.000
Yang,9,0.000
Chen,9,0.000
SimRNA,1,0.000
Yang,8,0.000
DasFARFAR2apo,5,0.000
RNAComposer,4,0.000
Yang,4,-1.000
SimRNA,4,0.000
DasFARFAR2apo,2,0.000
Xiao,1,-1.000
Xiao,6,-1.000
DasSWMapo,4,0.000
Xiao,2,0.000
Dokholyan,3,0.000
Dokholyan,2,0.000
SimRNA,3,-1.000
Dokholyan,1,0.000
Dfold,6,0.000
Dfold,7,0.000
Dfold,8,0.000
Xiao,3,0.000
Yang,5,0.000
Dfold,11,0.000
Dfold,9,0.000
Dfold,3,0.000
Xiao,4,0.000
Dfold,2,0.000
Ding,1,0.000
SimRNA,2,0.000
Dfold,4,0.000
Yang,10,0.000
Dokholyan,5,0.000
Dfold,1,0.000
Dokholyan,4,0.000
Xiao,5,0.000
SimRNA,5,0.000
Dfold,5,0.000
Zhou,1,0.000
Dfold,10,0.000
