Lab,Num,INF nwc
Das,7,0.707
Das,2,0.500
Chen,5,0.000
Das,1,0.000
Bujnicki,3,0.000
Das,3,0.707
Bujnicki,1,0.000
Chen,2,0.000
Adamiak,1,0.000
Chen,3,0.000
Das,4,0.000
Das,10,0.000
Bujnicki,5,0.000
Das,5,0.408
Das,9,0.000
Bujnicki,8,-1.000
Bujnicki,7,-1.000
Das,8,0.707
Ding,3,0.000
Bujnicki,2,0.000
Ding,4,0.000
Das,6,0.000
Chen,8,0.000
Bujnicki,4,0.000
Ding,8,0.000
Ding,6,0.000
Chen,1,0.000
Bujnicki,10,-1.000
Ding,5,0.000
Chen,7,0.000
Chen,4,0.000
Bujnicki,6,-1.000
Chen,9,0.000
Dokholyan,2,0.000
Chen,6,0.408
Ding,1,0.000
Ding,7,0.000
Ding,2,0.000
Dokholyan,1,0.000
Dokholyan,5,0.000
Xiao,1,0.000
Ding,10,0.000
Bujnicki,9,-1.000
Ding,9,-1.000
Xiao,3,0.000
Xiao,5,1.000
Dokholyan,4,0.000
Dokholyan,3,0.000
Xiao,6,0.000
Xiao,10,0.000
Xiao,2,0.000
Xiao,4,0.000
Xiao,9,0.000
Xiao,8,0.000
Xiao,7,0.000
