Lab,Num,INF wc
Das,7,0.905
Das,2,0.927
Chen,5,0.951
Das,1,0.865
Bujnicki,3,0.819
Das,3,0.951
Bujnicki,1,0.857
Chen,2,0.900
Adamiak,1,0.951
Chen,3,0.951
Das,4,0.905
Das,10,0.927
Bujnicki,5,0.884
Das,5,0.905
Das,9,0.905
Bujnicki,8,0.837
Bujnicki,7,0.905
Das,8,0.927
Ding,3,0.901
Bujnicki,2,0.865
Ding,4,0.874
Das,6,0.927
Chen,8,0.873
Bujnicki,4,0.884
Ding,8,0.874
Ding,6,0.878
Chen,1,0.927
Bujnicki,10,0.393
Ding,5,0.901
Chen,7,0.926
Chen,4,0.801
Bujnicki,6,0.878
Chen,9,0.874
Dokholyan,2,0.751
Chen,6,0.835
Ding,1,0.901
Ding,7,0.926
Ding,2,0.874
Dokholyan,1,0.800
Dokholyan,5,0.788
Xiao,1,0.345
Ding,10,0.901
Bujnicki,9,0.333
Ding,9,0.901
Xiao,3,0.000
Xiao,5,0.800
Dokholyan,4,0.230
Dokholyan,3,0.303
Xiao,6,0.336
Xiao,10,0.324
Xiao,2,0.000
Xiao,4,0.313
Xiao,9,0.336
Xiao,8,0.294
Xiao,7,0.303
