Lab,Num,DI all
Das,7,6.765
Das,2,6.817
Chen,5,8.051
Das,1,9.426
Bujnicki,3,10.978
Das,3,11.264
Bujnicki,1,10.932
Chen,2,12.088
Adamiak,1,12.240
Chen,3,11.846
Das,4,14.832
Das,10,14.835
Bujnicki,5,16.409
Das,5,15.384
Das,9,17.039
Bujnicki,8,15.849
Bujnicki,7,16.274
Das,8,16.585
Ding,3,17.897
Bujnicki,2,17.375
Ding,4,18.708
Das,6,19.635
Chen,8,17.996
Bujnicki,4,18.594
Ding,8,19.118
Ding,6,19.323
Chen,1,19.627
Bujnicki,10,26.336
Ding,5,19.903
Chen,7,19.272
Chen,4,21.224
Bujnicki,6,19.986
Chen,9,18.764
Dokholyan,2,22.730
Chen,6,20.129
Ding,1,19.255
Ding,7,20.401
Ding,2,20.878
Dokholyan,1,24.907
Dokholyan,5,26.447
Xiao,1,37.811
Ding,10,22.657
Bujnicki,9,31.281
Ding,9,22.634
Xiao,3,102.545
Xiao,5,26.937
Dokholyan,4,41.212
Dokholyan,3,45.278
Xiao,6,47.510
Xiao,10,44.220
Xiao,2,104.762
Xiao,4,51.976
Xiao,9,47.828
Xiao,8,50.145
Xiao,7,58.356
