Lab,Num,INF wc
Bujnicki,3,0.854
Chen,5,0.836
Chen,7,0.836
Chen,9,0.854
Chen,2,0.854
Chen,4,0.854
Chen,1,0.874
SimRNA,4,0.896
SimRNA,5,0.836
SimRNA,2,0.823
SimRNA,1,0.804
Szachniuk,4,0.648
SimRNA,3,0.843
Szachniuk,3,0.669
Szachniuk,1,0.693
Szachniuk,2,0.719
Bujnicki,5,0.800
Chen,8,0.648
Ding,3,0.487
Bujnicki,1,0.800
Dokholyan,1,0.693
Chen,10,0.648
Ding,1,0.457
Chen,6,0.648
Nithin,5,0.743
Ding,4,0.457
Ding,7,0.471
Ding,2,0.457
Chen,3,0.629
Ding,5,0.412
Bujnicki,2,0.800
Ding,6,0.457
Nithin,3,0.722
Nithin,1,0.730
RNAComposer,3,0.825
Nithin,2,0.766
RNAComposer,1,0.719
RNAComposer,4,0.825
Nithin,4,0.730
Dfold2,8,0.183
RNAComposer,5,0.825
Bujnicki,4,0.730
Dfold2,5,0.000
Dfold2,1,0.000
Dfold2,6,0.211
Dfold2,4,0.316
Dokholyan,2,0.612
RNAComposer,2,0.693
Dfold2,7,0.000
Dfold2,3,0.000
Dfold2,2,0.000
