Lab,Num,INF nwc
Bujnicki,3,0.707
Chen,5,0.000
Chen,7,-1.000
Chen,9,0.000
Chen,2,-1.000
Chen,4,-1.000
Chen,1,-1.000
SimRNA,4,0.000
SimRNA,5,-1.000
SimRNA,2,0.000
SimRNA,1,0.000
Szachniuk,4,0.000
SimRNA,3,0.000
Szachniuk,3,0.000
Szachniuk,1,0.000
Szachniuk,2,0.000
Bujnicki,5,0.000
Chen,8,0.000
Ding,3,-1.000
Bujnicki,1,0.707
Dokholyan,1,0.408
Chen,10,0.000
Ding,1,0.000
Chen,6,0.000
Nithin,5,-1.000
Ding,4,0.000
Ding,7,0.000
Ding,2,-1.000
Chen,3,-1.000
Ding,5,-1.000
Bujnicki,2,0.354
Ding,6,-1.000
Nithin,3,0.000
Nithin,1,-1.000
RNAComposer,3,0.000
Nithin,2,-1.000
RNAComposer,1,0.000
RNAComposer,4,-1.000
Nithin,4,0.000
Dfold2,8,0.000
RNAComposer,5,-1.000
Bujnicki,4,0.000
Dfold2,5,0.000
Dfold2,1,0.000
Dfold2,6,0.000
Dfold2,4,0.000
Dokholyan,2,0.000
RNAComposer,2,-1.000
Dfold2,7,0.000
Dfold2,3,0.000
Dfold2,2,-1.000
