Lab,Num,INF nwc
Das,4,0.000
SWMapo,2,0.000
Das,2,0.000
SWMapo,4,0.000
ARESgua,9,0.000
Chen,3,0.000
FARFAR2gua,6,0.000
ARESgua,5,0.000
FARFAR2gua,4,0.000
FARFAR2gua,10,0.000
ARESapo,1,0.000
SimRNA,4,0.000
FARFAR2gua,2,0.000
FARFAR2apo,2,0.000
Das,1,0.000
FARFAR2apo,7,0.000
ARESapo,9,0.000
FARFAR2apo,5,0.000
Das,3,0.000
SWMapo,1,0.000
SimRNA,5,0.000
Bujnicki,1,-1.000
FARFAR2gua,5,-1.000
FARFAR2apo,4,0.000
FARFAR2apo,8,0.000
FARFAR2gua,1,0.000
FARFAR2gua,3,0.000
FARFAR2apo,9,0.000
FARFAR2apo,1,-1.000
ARESapo,5,0.000
Szachniuk,3,0.000
ARESgua,2,0.000
ARESapo,10,0.000
ARESgua,3,-1.000
RNAComposer,3,0.000
ARESapo,6,0.000
ARESgua,7,0.000
FARFAR2apo,10,0.000
ARESapo,8,0.000
ARESapo,2,0.000
SimRNA,2,0.000
Chen,4,0.000
Das,10,0.000
FARFAR2gua,9,0.000
Szachniuk,1,0.000
Chen,6,0.000
FARFAR2apo,6,0.000
RNAComposer,5,0.000
Bujnicki,5,0.000
ARESgua,6,0.000
Das,9,0.000
FARFAR2gua,8,0.000
ARESgua,1,0.000
ARESgua,8,0.000
Das,8,0.000
RNAComposer,1,0.000
ARESapo,7,-1.000
SimRNA,3,0.000
SWMapo,3,0.000
Chen,1,0.000
ARESapo,4,0.000
Nithin,5,0.000
Nithin,3,0.000
ARESgua,10,0.000
Bujnicki,2,-1.000
RNAComposer,4,0.000
Chen,2,-1.000
SimRNA,1,0.000
Chen,5,0.000
Das,6,0.000
SWMapo,7,0.000
ARESgua,4,0.000
ARESapo,3,0.000
FARFAR2apo,3,0.000
Nithin,2,0.000
FARFAR2gua,7,0.000
SWMapo,6,0.000
Nithin,1,0.000
Das,7,0.000
SWMapo,9,0.000
SWMapo,10,0.000
Das,5,0.000
SWMapo,8,0.000
Szachniuk,2,0.000
RNAComposer,2,0.000
Szachniuk,5,0.000
Xiao,5,-1.000
Xiao,4,0.000
Chen,8,0.000
Chen,7,0.000
Nithin,4,0.000
Xiao,1,0.000
Chen,10,0.000
Xiao,3,-1.000
SWMapo,5,0.000
Szachniuk,4,0.000
Xiao,2,0.000
Chen,9,0.000
Bujnicki,3,0.000
Bujnicki,4,0.000
Dokholyan,1,0.000
