Lab,Num,DI all
Das,4,12.048
SWMapo,2,12.048
Das,2,12.940
SWMapo,4,12.940
ARESgua,9,12.939
Chen,3,13.780
FARFAR2gua,6,14.110
ARESgua,5,13.992
FARFAR2gua,4,13.992
FARFAR2gua,10,13.680
ARESapo,1,14.327
SimRNA,4,14.836
FARFAR2gua,2,15.046
FARFAR2apo,2,14.087
Das,1,14.794
FARFAR2apo,7,14.794
ARESapo,9,14.831
FARFAR2apo,5,14.831
Das,3,14.446
SWMapo,1,14.446
SimRNA,5,15.471
Bujnicki,1,14.793
FARFAR2gua,5,15.128
FARFAR2apo,4,15.850
FARFAR2apo,8,15.077
FARFAR2gua,1,16.401
FARFAR2gua,3,15.804
FARFAR2apo,9,15.629
FARFAR2apo,1,15.911
ARESapo,5,16.492
Szachniuk,3,16.890
ARESgua,2,16.042
ARESapo,10,15.895
ARESgua,3,16.379
RNAComposer,3,17.146
ARESapo,6,16.939
ARESgua,7,16.459
FARFAR2apo,10,17.207
ARESapo,8,17.543
ARESapo,2,17.156
SimRNA,2,18.129
Chen,4,18.559
Das,10,16.450
FARFAR2gua,9,16.450
Szachniuk,1,17.881
Chen,6,18.833
FARFAR2apo,6,17.439
RNAComposer,5,18.498
Bujnicki,5,18.233
ARESgua,6,17.415
Das,9,17.562
FARFAR2gua,8,17.562
ARESgua,1,17.250
ARESgua,8,17.013
Das,8,17.013
RNAComposer,1,16.259
ARESapo,7,18.115
SimRNA,3,18.346
SWMapo,3,17.631
Chen,1,19.800
ARESapo,4,18.667
Nithin,5,18.012
Nithin,3,21.673
ARESgua,10,20.265
Bujnicki,2,19.040
RNAComposer,4,20.572
Chen,2,19.586
SimRNA,1,19.487
Chen,5,19.800
Das,6,21.079
SWMapo,7,21.079
ARESgua,4,19.323
ARESapo,3,19.723
FARFAR2apo,3,20.347
Nithin,2,23.827
FARFAR2gua,7,20.104
SWMapo,6,21.922
Nithin,1,24.239
Das,7,21.835
SWMapo,9,21.835
SWMapo,10,21.374
Das,5,22.168
SWMapo,8,22.168
Szachniuk,2,22.488
RNAComposer,2,21.037
Szachniuk,5,22.719
Xiao,5,22.443
Xiao,4,26.883
Chen,8,24.378
Chen,7,26.423
Nithin,4,29.238
Xiao,1,24.085
Chen,10,27.869
Xiao,3,25.643
SWMapo,5,24.762
Szachniuk,4,25.839
Xiao,2,26.956
Chen,9,27.259
Bujnicki,3,27.848
Bujnicki,4,28.891
Dokholyan,1,32.917
