metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,-0.03165434734593944,0.7144887227282105,-0.0706944569131899,0.4134450458495721,-0.05124483599387361,0.38307655026053744,136
DI_all,False,0.6288601144694452,2.4519121138071393e-16,0.6740702208180817,2.383769338301327e-19,0.4912876712328767,3.248181602321686e-17,136
INF_all,True,0.785183303895472,1.127064479280354e-29,0.6815308924233929,6.733156816859196e-20,0.5051611785767139,4.702838069207832e-18,136
INF_nwc,True,-0.21510616189552834,0.011906438204533751,-0.2677075256149293,0.0016277948296823804,-0.2200073137213609,0.0018678331331180666,136
INF_stacking,True,0.7445668250836253,2.778383385798679e-25,0.6142006261725594,1.8345067162589606e-15,0.45105884437053434,1.1598809958547558e-14,136
INF_wc,True,0.7239114261886616,2.3538804875983753e-23,0.5537071911058784,2.714040119454581e-12,0.406870996555691,3.808356479352199e-12,136
mcq,False,0.16109170750595317,0.06099228037440493,0.11597937837233022,0.1787550009522954,0.08583644401931854,0.14057032781629825,136
P-value,False,0.20448706206857659,0.01694092242748657,0.44362198554119175,6.332103662970493e-08,0.3021764525472432,2.135922705789321e-07,136
RMSD,False,0.41210706702830896,6.198079127724894e-07,0.4447236300864817,5.821920207846987e-08,0.3031731284467205,1.9314972880675203e-07,136
TM-score,True,0.7267820142958284,1.3013717308019645e-23,0.6017808365872229,9.316974087941922e-15,0.43855764304038913,6.05003913263641e-14,136
lDDT,True,0.7637948741733964,2.9836940508157632e-27,0.823757112001827,7.844125210640786e-35,0.6334387093851555,2.04241696840256e-27,136
