metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,0.35515912052858944,0.07500042251734966,0.4407297388251496,0.024225068872661955,0.30242558779932943,0.03351986115555601,26
DI_all,False,0.1841347143029084,0.3678734278341981,0.35048726790242746,0.07918772516915808,0.2465334205445463,0.07777364876008684,26
INF_all,True,0.145454348204294,0.47833529348059994,0.2530873722119612,0.21222899049456484,0.18213076832647138,0.19931662297887098,26
INF_nwc,True,-0.055451192729535005,0.7878929316188721,-0.16735439064779775,0.4138359964509011,-0.13965951621602,0.35289952023686444,26
INF_stacking,True,0.2639098669647356,0.19266381086495768,0.29521784567491816,0.14315254254240822,0.19751642679408513,0.163375770253669,26
INF_wc,True,-0.014653035964692487,0.9433618734367426,-0.08383092376330924,0.6838972646270676,-0.07503369471576765,0.6066649677927196,26
mcq,False,0.1172369543235241,0.5684293465348828,0.01607112350381863,0.9378904818133027,0.024653342054454627,0.8599991432376628,26
P-value,False,0.083456506933452,0.6852379845842369,0.12002051808170931,0.559216041139156,0.1,0.5484378663081988,26
RMSD,False,0.20542018044373273,0.31407135279360787,0.3679890560875512,0.06436956001001731,0.2685185185185185,0.05504184128599716,26
TM-score,True,0.21382989904300942,0.29422752144744335,0.4133565522206287,0.035819725928287235,0.3084246847506244,0.028737690183327093,26
