metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,0.1373035061185882,0.10829698390787731,0.23575861543724574,0.005374330229121145,0.1507316389423656,0.009586604317600667,138
DI_all,False,0.7580584537643342,5.092675355950503e-27,0.6739683616055793,1.3137257137380084e-19,0.5109852302147282,6.480115015494605e-19,138
INF_all,True,0.8745567471840248,1.390410718564998e-44,0.6793388365785072,5.238975759881605e-20,0.49538562198786307,8.313848668714959e-18,138
INF_nwc,True,0.45377585831430656,2.2760463096573884e-08,0.5648293317518943,5.352839362494157e-13,0.4284641493044932,5.9246210862707156e-12,138
INF_stacking,True,0.7787212430386796,2.5363462335133743e-29,0.6999722590582523,1.2679286688486552e-21,0.5107235259556864,8.232009578505606e-19,138
INF_wc,True,0.7812502989093144,1.274441212100817e-29,0.5539954160727384,1.8100083411267164e-12,0.4043678127515619,2.619618680091336e-12,138
mcq,False,0.591152200003848,2.288693776726512e-14,0.5554099363955994,1.5476757094080014e-12,0.39646225918562966,5.577988664433844e-12,138
P-value,False,0.6173415156289499,7.388663104755564e-16,0.5291916361768169,2.5108646112961905e-11,0.41515195374444647,3.692579339802699e-11,138
RMSD,False,0.6634943195130751,7.474003778092029e-19,0.5776291154847252,1.1972140929164456e-13,0.4264083015671326,1.2372639961959114e-13,138
TM-score,True,0.8102225107587854,2.3471933008088717e-33,0.7914646358156869,7.185621388090496e-31,0.613124571828188,2.1249837091529663e-26,138
lDDT,True,0.935576818602837,2.403372326457391e-63,0.845779024518263,6.307338661466845e-39,0.6788747268669999,5.277144397241174e-32,138
