metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,0.8008879225078552,4.0801614137771784e-16,0.531761179941674,3.6462349558129934e-06,0.3905468672568386,7.3892929420867655e-06,67
DI_all,False,0.9175499225608033,9.8958026561137e-28,0.8573852618905444,2.0323057502812232e-20,0.7055093373029957,4.771545035874638e-17,67
INF_all,True,0.8783798717953928,1.617596500134682e-22,0.3350774228029545,0.00557596747039652,0.2276638549848495,0.00815196487876994,67
INF_nwc,True,0.8735121528109783,1.6111273748116506e-18,0.10954433419103354,0.4215768755695719,0.08435116090347214,0.42266641307572483,56
INF_stacking,True,0.8422146920404832,4.2314894029299634e-19,0.3232720377955414,0.007622317667998613,0.22388967533536885,0.009132665331164922,67
INF_wc,True,0.873495639111542,5.372814997717816e-22,0.7557339912891377,1.4493024315544943e-13,0.6174576827084555,8.593689272385552e-11,67
mcq,False,0.7446356529211202,5.068934933103809e-13,0.8292459252085637,4.447697484947538e-18,0.6347724471864866,4.5957275389654946e-14,67
P-value,False,0.35639695507878916,0.0030743801169831548,0.5879040266236754,1.687382773676832e-07,0.4781345344409292,1.209220446002955e-06,67
RMSD,False,0.906802177152584,4.472301924783827e-26,0.8534613712038062,4.6041863939271037e-20,0.6690959521518733,1.7325894609546853e-15,67
TM-score,True,0.9586249490364841,3.499563106092261e-37,0.651937750184832,2.2902051833920432e-09,0.4957935439675268,5.484838770051382e-09,67
