metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,0.5602742168227703,4.2150774426820856e-05,0.5210637076158177,0.00017318935733966244,0.37758451027653134,0.0002762099687666583,47
DI_all,False,0.802791890901692,1.1427186015938146e-11,0.9382685487376166,2.2519385415678413e-22,0.8146118161064536,1.1324017857672486e-15,47
INF_all,True,0.6649897040097841,3.4251984583978546e-07,0.8143416254842669,3.348052794345376e-12,0.6170585102096028,1.3965260751271541e-09,47
INF_nwc,True,0.5715705715565409,2.71193056155271e-05,0.5224737081220262,0.00016509660479950265,0.37887395053086814,0.0005589845101396191,47
INF_stacking,True,0.7135352060382473,1.810057260047571e-08,0.8223820149002445,1.353227208120051e-12,0.627005058273923,7.832593637194876e-10,47
INF_wc,True,0.2958490234801876,0.04347987992457001,0.4420182435027899,0.001866678191690405,0.343453669914617,0.0009627613436031854,47
mcq,False,0.6067327894541439,6.1582998723471865e-06,0.6422084645156689,1.13954936453009e-06,0.4338647089733763,2.0134170019421773e-05,47
P-value,False,0.24470885322704275,0.09736264897858428,0.693251208584325,6.628057914004514e-08,0.5689659862068565,1.2623298540769217e-06,47
RMSD,False,0.8105107658541811,5.0773314639918515e-12,0.9350255516552005,6.885537508696416e-22,0.8034015617563648,2.7593631317865875e-15,47
TM-score,True,0.9392128200459483,1.6079544956144671e-22,0.7987614051958409,1.7211287906864838e-11,0.6308107884592103,5.879064392320317e-10,47
lDDT,True,0.8948371060593091,2.270807233649192e-17,0.9306658668605607,2.8341973352496353e-21,0.781647561435653,1.7898224069224566e-14,47
