metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,0.13023436000810124,0.12788804881806007,0.24337606727629416,0.004022445506356469,0.15683842696250086,0.007028716603929251,138
DI_all,False,0.7622846482142387,1.7991950230323675e-27,0.6773056365458777,7.436923344331661e-20,0.5127580730545261,4.888878762713683e-19,138
INF_all,True,0.8731700660083199,2.796588175009046e-44,0.6808142401055615,4.0557639083963254e-20,0.4920704393117155,1.3645631717317838e-17,138
INF_nwc,True,0.45515533246550965,2.038343795299581e-08,0.5633641723300995,6.327958889607574e-13,0.4270129316047597,6.958931238256944e-12,138
INF_stacking,True,0.7734805826621783,1.0261285791498768e-28,0.7025425590873479,7.79971793335281e-22,0.5088919072945515,1.0895101425747736e-18,138
INF_wc,True,0.785113247785812,4.375533137013711e-30,0.5511926779870787,2.46307018179778e-12,0.40445281268527095,2.585644248436242e-12,138
mcq,False,0.595772611384439,1.2773954020834923e-14,0.5590407715706791,1.0319541095734328e-12,0.4026902781589729,2.584849515060744e-12,138
P-value,False,0.6228234278474624,3.456690167730036e-16,0.5335397963297113,1.6079762915772738e-11,0.4171488450059681,2.969384010541991e-11,138
RMSD,False,0.6673360936263253,3.9824669598745675e-19,0.5819939472194907,7.077054072731566e-14,0.4260680825495371,1.2899934423290927e-13,138
TM-score,True,0.8072643812136818,6.033645219600728e-33,0.7930278627752897,4.562182237759601e-31,0.6134106027516655,2.0031350516867967e-26,138
