metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,0.6552211097874961,4.2427610956966756e-10,0.24751000690044775,0.03606704465613933,0.1808210170849953,0.0261615096935041,72
DI_all,False,0.6642608808458541,1.9997764361233423e-10,0.6611891822362285,2.589597131909138e-10,0.49725920125293654,6.655173502252407e-10,72
INF_all,True,0.7932986791960839,9.767289545077099e-17,0.7813711265172653,5.589611869342338e-16,0.5970178726544051,1.4551980447964576e-13,72
INF_nwc,True,0.5117701900148168,4.335040077951944e-06,0.41704772096880693,0.0002680338491908921,0.28961664838556045,0.0008257965155168751,72
INF_stacking,True,0.7150676182345892,1.7128120239950141e-12,0.7133033478959796,2.0554722196459555e-12,0.5301924070622365,6.228421652509023e-11,72
INF_wc,True,0.7332553186355855,2.404811283763166e-13,0.7639939485458999,5.891889367041025e-15,0.6171224200120511,4.591623161957332e-13,72
mcq,False,0.5917675706400786,4.392102384717149e-08,0.6187092002443965,6.9500449533614036e-09,0.43382928739232574,7.183643234188153e-08,72
P-value,False,0.205076731856368,0.08397068939910432,0.4851298930666858,1.568004998111649e-05,0.3530078828972906,1.3936225663891807e-05,72
RMSD,False,0.46129139524470153,4.539379448250587e-05,0.4937775348104318,1.0452003325816203e-05,0.36648394675019574,5.3558726041583e-06,72
TM-score,True,0.3157963381385383,0.006887209969687398,0.36223272827672465,0.0017673504099530995,0.2460180375770324,0.002368675786643287,72
lDDT,True,0.9017156674330868,3.376292869651726e-27,0.8352215738968518,7.482910851210453e-20,0.6705989066872198,1.0370136969633185e-16,72
