metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,-0.15198843803553788,0.0416719777661368,-0.011281964791731674,0.8805171133235845,-0.010090041126361889,0.8428607892845043,180
DI_all,False,0.3324740780403173,5.117128491781028e-06,0.9511269569338223,9.124617472289812e-93,0.8081065951782218,4.923611387811666e-58,180
INF_all,True,0.672046814504738,5.274774987674204e-25,0.8365722069948851,2.1642485221273828e-48,0.6321450083180753,4.657427531865398e-36,180
INF_nwc,True,0.2280592487166388,0.0020762685598162936,0.24623969920842853,0.0008619526322018921,0.19906727237687158,0.0008590051957368476,180
INF_stacking,True,0.42618963599489057,2.445753444863801e-09,0.538116242094971,6.68276478271322e-15,0.3736432492479863,1.369510279817128e-13,180
INF_wc,True,0.6582490095485067,1.0083862994622337e-23,0.9329329411582495,6.894922082082928e-81,0.7839527341961094,3.7015961204256897e-53,180
mcq,False,0.24944034861995507,0.0007332987955375772,0.06098234819241688,0.4160911636682352,0.05618362782589254,0.26438627679546833,180
P-value,False,0.4750222912349512,1.6109970189492055e-11,0.9204398067780052,1.5713817160806473e-74,0.7647290074023616,5.801580378234517e-50,180
RMSD,False,0.6755814458774674,2.414090033724905e-25,0.9265770998592154,1.636204348727886e-77,0.7797253965608542,3.8173740137935116e-54,180
TM-score,True,0.8502940906697481,1.6839342699327305e-51,0.7788366267984264,6.678938656399202e-38,0.5962572723801387,2.9504361030608516e-32,180
lDDT,True,0.8835911268048668,1.498876760485862e-60,0.965654866428188,4.0297118436486415e-106,0.8413449342704132,1.5375468030664115e-62,180
