metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,-0.1479372530079998,0.047492927851311,-0.011281964791731674,0.8805171133235845,-0.010090041126361889,0.8428607892845043,180
DI_all,False,0.3299655456531614,6.083933570415785e-06,0.9511269569338223,9.124617472289812e-93,0.8081065951782218,4.923611387811666e-58,180
INF_all,True,0.6684785134909483,1.1486026201298907e-24,0.8365722069948851,2.1642485221273828e-48,0.6321450083180753,4.657427531865398e-36,180
INF_nwc,True,0.23199574521472735,0.0017259788011755486,0.24623969920842853,0.0008619526322018921,0.19906727237687158,0.0008590051957368476,180
INF_stacking,True,0.4249785315746339,2.743080325022934e-09,0.538116242094971,6.68276478271322e-15,0.3736432492479863,1.369510279817128e-13,180
INF_wc,True,0.6534545342236491,2.7120339912439935e-23,0.9329329411582495,6.894922082082928e-81,0.7839527341961094,3.7015961204256897e-53,180
mcq,False,0.25450480947320947,0.0005653797870141421,0.06098234819241688,0.4160911636682352,0.05618362782589254,0.26438627679546833,180
P-value,False,0.47096661140645807,2.5216410521847718e-11,0.9204398067780052,1.5713817160806473e-74,0.7647290074023616,5.801580378234517e-50,180
RMSD,False,0.6715325663730465,5.904731757283771e-25,0.9265770998592154,1.636204348727886e-77,0.7797253965608542,3.8173740137935116e-54,180
TM-score,True,0.8510762227051751,1.095975558241045e-51,0.7788366267984264,6.678938656399202e-38,0.5962572723801387,2.9504361030608516e-32,180
