metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,0.6291162895160126,3.1261007402683216e-11,0.5719289139151088,3.903407995558305e-09,0.37911010833909337,1.6368378553668456e-07,90
DI_all,False,0.8266924056455014,1.0719285048654577e-23,0.8081575535639417,6.1151164050326205e-22,0.6186133714727279,6.148898496662823e-18,90
INF_all,True,0.874737559879414,1.9889214251344107e-29,0.8594197024817621,2.2586603865478393e-27,0.6755993768485992,5.219173088841169e-21,90
INF_nwc,True,,,,,,,0
INF_stacking,True,0.8037961650391453,1.4862493539493917e-21,0.8120984143646622,2.6874274234402546e-22,0.5911100015018187,1.9264197572545515e-16,90
INF_wc,True,0.8368464923679961,9.489116976787609e-25,0.7872104633242576,3.5892441076741046e-20,0.6176496311064459,1.7844193683447803e-17,90
mcq,False,0.34186650236832394,0.0009742685088134987,0.4246013780076522,3.033129570127852e-05,0.2736815881533738,0.00013533843873512834,90
P-value,False,0.43750360430683877,1.618427885202142e-05,0.6905003737511357,5.080099446053605e-14,0.5464455630873141,1.9371758185074736e-12,90
RMSD,False,0.7894209963666565,2.3872559871688126e-20,0.7235939332887004,7.868896242209667e-16,0.537164276521149,6.705145450732372e-14,90
TM-score,True,0.8430498206493413,1.9852726161761095e-25,0.8073882000147747,7.163948184455778e-22,0.6155580869765753,9.656396902913024e-18,90
