metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,-0.031645673254788474,0.714563570518049,-0.0706944569131899,0.4134450458495721,-0.05124483599387361,0.38307655026053744,136
DI_all,False,0.6288594314598639,2.4521481306489113e-16,0.6740702208180817,2.383769338301327e-19,0.4912876712328767,3.248181602321686e-17,136
INF_all,True,0.7851884397163109,1.1254702647874975e-29,0.6815308924233929,6.733156816859196e-20,0.5051611785767139,4.702838069207832e-18,136
INF_nwc,True,,,,,,,0
INF_stacking,True,0.7445731557592239,2.7744250443785222e-25,0.6142006261725594,1.8345067162589606e-15,0.45105884437053434,1.1598809958547558e-14,136
INF_wc,True,0.7239169897156449,2.3511953096771124e-23,0.5537071911058784,2.714040119454581e-12,0.406870996555691,3.808356479352199e-12,136
mcq,False,0.16110431301089762,0.06097179096619696,0.11597937837233022,0.1787550009522954,0.08583644401931854,0.14057032781629825,136
P-value,False,0.20449146337800694,0.016938501974142074,0.44362198554119175,6.332103662970493e-08,0.3021764525472432,2.135922705789321e-07,136
RMSD,False,0.4120996957328609,6.201221647988755e-07,0.4447236300864817,5.821920207846987e-08,0.3031731284467205,1.9314972880675203e-07,136
TM-score,True,0.7267820983335368,1.3013490090602329e-23,0.6017808365872229,9.316974087941922e-15,0.43855764304038913,6.05003913263641e-14,136
