metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,0.2612703473874854,0.06404047569983136,0.40100894066224724,0.0035425843733418614,0.2975710997509643,0.0026289036303578832,51
DI_all,False,0.8360515712197931,2.2610209631158073e-14,0.9547511312217194,1.8537195116025714e-27,0.8447058823529413,2.1789695900569295e-18,51
INF_all,True,0.7629064287298153,7.66275083654664e-11,0.8774184970725528,3.0030776274967214e-17,0.71361486363974,1.7197410716682757e-13,51
INF_nwc,True,-0.11021877868399882,0.44132592085956124,-0.04194843313846678,0.7700773994884058,-0.03274378944285997,0.7718110007006973,51
INF_stacking,True,0.6018262119207435,2.992906697850641e-06,0.7405446464650091,5.243681467266138e-10,0.5238750489531403,6.803154423172942e-08,51
INF_wc,True,0.697673888759841,1.2749235454905661e-08,0.8253993325038677,9.278015942334709e-14,0.6505392278822139,3.285277786309139e-11,51
mcq,False,0.43043112742271,0.0016173341269272432,0.5647766873061374,1.5799388101771832e-05,0.40737846144558987,2.4899832258293606e-05,51
P-value,False,0.4294429455637202,0.0016623953148340977,0.8432767515091208,8.18460389263935e-15,0.6810056970022461,4.096021178067516e-12,51
RMSD,False,0.873547735926657,6.140757421524485e-17,0.8476923076923076,4.287693783624263e-15,0.6972549019607844,5.174130700146788e-13,51
TM-score,True,0.8596730111549346,6.660246623867227e-16,0.8126810415566816,4.441765841269655e-13,0.6181698606524252,1.7064531553114233e-10,51
lDDT,True,0.933809302187775,1.6210129569982105e-23,0.9601086157156837,8.99472808124531e-29,0.8487246242013949,1.7329686334061602e-18,51
