metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,0.14851006420041873,0.29338325576161994,0.20941807519995187,0.13622357426558365,0.15305552405007458,0.11845404514893529,52
DI_all,False,0.718531537592505,1.9998904650341883e-09,0.7941245545053731,2.148113747208323e-12,0.585828007197545,1.0457490966896252e-09,52
INF_all,True,0.390463539486289,0.004212623459188174,0.36463429061432945,0.007867997191789817,0.2731092458298779,0.004580338923865733,52
INF_nwc,True,0.25046086878378826,0.22721878663471734,0.488594236296002,0.013203025506857044,0.32893998470411245,0.0325412196763115,25
INF_stacking,True,0.46968469035386673,0.00044326494179551274,0.45412800524996916,0.0007205254444769771,0.34577664912314365,0.00033545289141683924,52
INF_wc,True,-0.3589777642126078,0.008963526253474255,-0.3213082853074178,0.020199359896139173,-0.23661979097987354,0.016503115043791823,52
mcq,False,0.3838153754499802,0.0049709204142495056,0.3274691489815961,0.017799673079929343,0.2365428354814253,0.013774655272296417,52
P-value,False,0.19396708741227325,0.16825235112031373,0.7570187238856737,8.392386223712314e-11,0.5464191373731305,1.2573311016258964e-08,52
RMSD,False,0.6834945875547602,2.3512551894141524e-08,0.7570187238856737,8.392386223712314e-11,0.5464191373731305,1.2573311016258964e-08,52
TM-score,True,0.7141410751522199,2.7781826531670897e-09,0.5835273122352141,5.618098321242563e-06,0.4228156443105893,1.1307618859993415e-05,52
