metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,0.7622742371821855,6.714454234409076e-14,0.5442849001216948,1.927108655576136e-06,0.37859660561456865,9.11071805148755e-06,67
DI_all,False,0.18749389067467345,0.12867917419075994,0.2782556631628924,0.02260836958627232,0.20445254268304308,0.014852957408981151,67
INF_all,True,-0.039718377193438445,0.7496380434015067,0.1738358008257026,0.1594669126164304,0.10165180413662939,0.2291266700993312,67
INF_nwc,True,0.4211069157342771,0.0003873071808348364,0.1580693619439233,0.20140688501508563,0.10425602896673804,0.2503574875282454,67
INF_stacking,True,0.1726053035174573,0.162487161469027,0.2232494295276311,0.06937340917626901,0.14625527916190353,0.08306193317049936,67
INF_wc,True,0.17754899800244714,0.1506044439014166,0.024323022742862084,0.8450996444724372,0.019330407798024384,0.8234313783780645,67
mcq,False,0.377059608810432,0.0016594423386305072,0.6840235506800897,1.7649982292803187e-10,0.44525220406529387,1.1270628784966997e-07,67
P-value,False,0.14781682645245678,0.23258204874196522,0.4114917524229188,0.000541320840623308,0.3093345526067916,0.00022750018711511553,67
RMSD,False,0.1306777740443998,0.2918636725199399,0.4114917524229188,0.000541320840623308,0.3093345526067916,0.00022750018711511553,67
TM-score,True,-0.04533053200880054,0.7156705694075323,0.019806924438295726,0.8735970429767477,0.013245248968419382,0.8751924253933162,67
lDDT,True,0.8543658008661797,3.82131298094345e-20,0.8871499310582301,1.6371801947736098e-23,0.717744302440287,1.55406597519674e-17,67
