metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,0.25167217133326325,0.003871669729467373,0.26924873966148893,0.001950470263511037,0.1752980975413291,0.0033096457485164194,130
DI_all,False,0.20451802150282805,0.019592037073616727,0.9372608150521597,1.9846833831859722e-60,0.7884269797532049,4.674508897973663e-40,130
INF_all,True,0.5415719544598114,2.865215764944646e-11,0.8785333710208356,6.7983508112386e-43,0.7005469083017054,6.842478574775657e-32,130
INF_nwc,True,0.748268490472989,0.02039202826129298,0.5192664837628366,0.15196450868467776,0.35355339059327373,0.1991148485732348,9
INF_stacking,True,0.4957856516102123,2.0021221085709464e-09,0.7952078786522413,1.3566760994952458e-29,0.62270578702966,1.523891381838968e-25,130
INF_wc,True,0.5333596481575078,1.2760997876358956e-10,0.8837797585771094,1.0148139387641521e-42,0.7318688403591307,1.5461273387924036e-33,126
mcq,False,0.41341417533101077,1.015386810363764e-06,0.5510269870945023,1.0982285900911093e-11,0.4049162097724538,1.0597007557487462e-11,130
P-value,False,0.23517194383751341,0.007073609788010018,0.45144572564180535,7.014282815563687e-08,0.3641193810353699,1.4315281693809995e-07,130
RMSD,False,0.40835930101306195,1.4140724892357456e-06,0.7284743790410476,9.046625861808303e-23,0.5723014256619146,6.847440089634261e-22,130
TM-score,True,0.9568649272568293,1.4301360628200157e-70,0.8570207121997849,1.1351366255040115e-38,0.6946148693604101,2.0971607211226125e-31,130
