metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,-0.07177734795866461,0.5190321072053625,-0.34644799150809724,0.0013347332225650892,-0.2638196674257748,0.0013156684807679158,83
DI_all,False,0.7663511028445833,3.102961225194457e-17,0.8680279393922743,2.380536593017014e-26,0.7011702145463367,1.358242506256338e-18,83
INF_all,True,0.6482022060102912,3.479308146083253e-11,0.6266602913575142,2.340526060543068e-10,0.4869341697190565,1.2788279611736775e-09,83
INF_nwc,True,0.47723197066980794,5.07651896247963e-06,0.4389071819771091,3.31508496437563e-05,0.35024977158136966,3.7598865683947305e-05,83
INF_stacking,True,0.6171434065516486,5.18938521743291e-10,0.6308025380533586,1.6409816637272008e-10,0.49600299692100835,7.131553690723461e-10,83
INF_wc,True,0.6798559063573753,1.5778172419762528e-12,0.6811455983803105,1.379661984889627e-12,0.5506198957341669,9.988545084671417e-11,83
mcq,False,0.7384803200449896,1.6201718862374673e-15,0.7065192829847673,8.503654463607372e-14,0.553231687953665,3.7875331849341596e-12,83
P-value,False,0.6815499681168529,1.322626879857474e-12,0.8930878565075578,7.855179708009403e-30,0.7574676266405269,1.9794182253218036e-21,83
RMSD,False,0.8529763029668826,1.3848373694186852e-24,0.8930878565075578,7.855179708009403e-30,0.7574676266405269,1.9794182253218036e-21,83
TM-score,True,0.6094414782688822,9.696264722310768e-10,0.5442050616406481,1.0510957515223007e-07,0.4219133231785534,1.239717467156094e-07,83
lDDT,True,0.7820962043231088,2.5838681108450194e-18,0.7987723377630086,1.4685906034031497e-19,0.6233781977672909,5.4637788321571536e-15,83
