metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,0.1485042504785154,0.2934023657743643,0.20941807519995187,0.13622357426558365,0.15305552405007458,0.11845404514893529,52
DI_all,False,0.7185319532572702,1.9998276469851436e-09,0.7941245545053731,2.148113747208323e-12,0.585828007197545,1.0457490966896252e-09,52
INF_all,True,0.3904603632068655,0.0042129599790870905,0.36463429061432945,0.007867997191789817,0.2731092458298779,0.004580338923865733,52
INF_nwc,True,0.2907177993827236,0.03654349061859123,0.28905820241003954,0.03767682294313411,0.20331249734136556,0.04311772336882741,52
INF_stacking,True,0.4696802984829678,0.0004433271905878156,0.45412800524996916,0.0007205254444769771,0.34577664912314365,0.00033545289141683924,52
INF_wc,True,-0.35897377055914464,0.008964344137933872,-0.3213082853074178,0.020199359896139173,-0.23661979097987354,0.016503115043791823,52
mcq,False,0.38381626445314854,0.0049708114988998315,0.3274691489815961,0.017799673079929343,0.2365428354814253,0.013774655272296417,52
P-value,False,0.1939706650104388,0.1682443505504504,0.7570187238856737,8.392386223712314e-11,0.5464191373731305,1.2573311016258964e-08,52
RMSD,False,0.6834958397004891,2.3510623833694753e-08,0.7570187238856737,8.392386223712314e-11,0.5464191373731305,1.2573311016258964e-08,52
TM-score,True,0.7141375867881834,2.7789015857302796e-09,0.5835273122352141,5.618098321242563e-06,0.4228156443105893,1.1307618859993415e-05,52
lDDT,True,0.7616705485849258,5.498214427608294e-11,0.5554796402388809,1.9161398313010594e-05,0.4294960089299917,8.13332825189912e-06,52
