metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,0.2739615263377401,0.004486741801347567,0.23534061850095797,0.015162965192008373,0.16714425361421667,0.012707622175216208,106
DI_all,False,0.7891097951098605,9.568638549544394e-24,0.9341381325820416,2.4416964165502854e-48,0.7841972769208262,1.2519931257645034e-32,106
INF_all,True,0.4035706523871211,1.7894084085957217e-05,0.8068564867721268,1.618863541121219e-25,0.6213175409285897,4.773055436754643e-21,106
INF_nwc,True,-0.04037228517269677,0.6811478543181323,0.03066928967178399,0.7549727704744518,0.0253951157477113,0.7502133484454028,106
INF_stacking,True,0.5608179908707889,4.044566436819593e-10,0.5950393525677276,1.738723486660237e-11,0.41839298534466945,2.5413179552809755e-10,106
INF_wc,True,0.7550534630277113,8.834262087460565e-21,0.861673012790071,2.0785659240058954e-32,0.6760395125129921,5.748074545365728e-23,106
mcq,False,0.07715297911142865,0.43181310698401987,0.10403934036895898,0.2885384405847584,0.07418745206239667,0.2606529612520071,106
P-value,False,0.6766075198826691,1.7127938608009152e-15,0.9006546857235809,1.9566093857265854e-39,0.7168326006270214,2.8514154939538528e-27,106
RMSD,False,0.8127369200100865,3.813021791436871e-26,0.9026935246693509,7.022039644820286e-40,0.7190424882484968,1.0673842581421253e-27,106
TM-score,True,0.3787754152454935,6.234971403045684e-05,0.2647185565442922,0.006102366886036167,0.1914577653195993,0.003797587665350248,106
lDDT,True,0.8488181723743651,1.4943988077894034e-30,0.9246557932304182,2.0828587460265153e-45,0.7702447151315313,2.0022562303173424e-31,106
