metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,0.26797080606810214,0.1522273298902999,0.36466365855024685,0.04755773441417034,0.2940190412896908,0.052402041099864606,30
DI_all,False,0.9290408169069325,1.297422368781172e-13,0.6211610538549176,0.00024917171555478525,0.5351106972882029,0.00039257981319992677,30
INF_all,True,0.4739119897896291,0.008155843095611426,0.47649733035766795,0.007767573308471381,0.3943596986908816,0.00920624100658365,30
INF_nwc,True,0.53633228156584,0.0032602776454513692,0.23182055761136203,0.23522496823863637,0.21700706206722786,0.20924445360195765,28
INF_stacking,True,0.44323771319618593,0.01416067453934336,0.516492835646545,0.003477396728067936,0.4289350613274256,0.004699754087372018,30
INF_wc,True,0.4381235600221677,0.015453225014702261,0.42615573920352195,0.018865003679723272,0.3883243957267842,0.02038475783579359,30
mcq,False,0.27746836692638177,0.1376745162087165,0.4129619856842486,0.023324351182390648,0.33366368489099424,0.02680266362530324,30
P-value,False,,,,,,,30
RMSD,False,0.9511395443102878,8.019891589464057e-16,0.6500609246153285,0.00010101881091949066,0.5608511305242494,0.00020592577755574113,30
TM-score,True,0.40165470898765926,0.02780259044943345,0.45465228158412246,0.011597967441052615,0.37272078116443347,0.014583960282796049,30
