metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,0.7171314360212119,8.707737360977746e-12,0.3181440102677561,0.008698958889036807,0.20797866957403244,0.014252925631388084,67
DI_all,False,0.7598204954972597,8.987025195943746e-14,0.8308668719366106,3.351171742129885e-18,0.6365291133121493,3.354910510598203e-14,67
INF_all,True,0.8115671848754838,8.138541882213975e-17,0.6787651949052936,2.746064765441169e-10,0.4868173283392176,9.671903354925952e-09,67
INF_nwc,True,0.6202666902061855,7.283527718820414e-07,0.44890545351758326,0.0007475209609521014,0.31784895703429367,0.0016761862755413888,53
INF_stacking,True,0.8186241995447636,2.648913073670479e-17,0.7199921065050031,6.581069955433957e-12,0.5209161629327409,6.636456422051364e-10,67
INF_wc,True,0.73355846610573,1.6616540913594515e-12,0.36261173705800936,0.002564687590719446,0.2181049194779913,0.010989383857949276,67
mcq,False,0.6653554056360145,8.144975850705824e-10,0.6585037288167422,1.3898995184535741e-09,0.46227315707234995,3.6845235175001085e-08,67
P-value,False,0.5714450434305676,4.4083989384434103e-07,0.7282929685308933,2.8627520385770676e-12,0.5694753812265501,3.1650101181999046e-09,67
RMSD,False,0.9001398180718917,3.791227627247218e-25,0.8335013132686859,2.1018100593772056e-18,0.6401638263075078,2.400207758343815e-14,67
TM-score,True,0.9836686153650405,3.9060852762275936e-50,0.9467349492050336,1.0682820803524987e-33,0.8028273938459713,1.3589338181550335e-21,67
