metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,0.5625939589170624,0.05687826319641072,0.35026323416917315,0.26434439552630823,0.2595495470347952,0.24261168044983128,12
DI_all,False,0.8339593992000197,0.000746781223826841,0.35664335664335667,0.25513775175895725,0.2424242424242424,0.3108100139957779,12
INF_all,True,0.6586211543761056,0.01986017362857833,0.25874125874125875,0.41677476889913834,0.1818181818181818,0.459023957331249,12
INF_nwc,True,0.72506162510031,0.16573384849295417,0.6668859288553501,0.21889398131323168,0.5270462766947298,0.206507295485425,5
INF_stacking,True,0.574391953118823,0.050785053408061206,0.38879218992778225,0.21164296722004275,0.32062002869004114,0.1489018745176366,12
INF_wc,True,0.6578089969695963,0.020066386820756607,-0.0463547228508435,0.8862501223585801,-0.048075441484815705,0.8332316252704,12
mcq,False,0.4337408237352237,0.15891924828710008,-0.024518426391842117,0.9397100223231515,0.0763381020690574,0.7310931976144446,12
P-value,False,0.7719826647731453,0.003262133545705245,0.44055944055944063,0.15173503571673022,0.3333333333333333,0.15259045898802842,12
RMSD,False,0.7798957158363881,0.002773701098622403,0.44055944055944063,0.15173503571673022,0.3333333333333333,0.15259045898802842,12
TM-score,True,0.2942691233690237,0.35318281924412415,0.27272727272727276,0.3910967709418962,0.2121212121212121,0.38070480349126185,12
