metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,-0.07138804657523193,0.3651669947635186,0.03406601628115891,0.6659565783382518,0.032286803198786816,0.547553234440294,163
DI_all,False,0.3646981683322546,1.6996021625657748e-06,0.9685720204039987,3.347347789321739e-99,0.8568501732463747,4.591001771828406e-59,163
INF_all,True,0.5539034158162424,1.7268394595987355e-14,0.7269384108185654,4.505827286309016e-28,0.5456559692970154,6.981399873162582e-25,163
INF_nwc,True,0.22845378816226103,0.0033554541149618017,0.14977553395435775,0.0563565655539157,0.12019998789185982,0.05654060225486066,163
INF_stacking,True,0.38108463595732883,5.204738216665397e-07,0.4628272731465844,4.958664116096632e-10,0.31095127524201915,4.3890358403117235e-09,163
INF_wc,True,0.5355622407914835,1.7572904299261283e-13,0.876488820015119,5.5082353612274355e-53,0.7134933059417933,8.951456764726927e-41,163
mcq,False,0.2054211783822297,0.008524092147463446,0.08702947538433654,0.2693050723935108,0.06293653856703552,0.23413969541532653,163
P-value,False,0.4878834028045582,3.957079587448092e-11,0.9456314706428306,1.9349678360432347e-80,0.8059315291951714,3.551975081446099e-49,163
RMSD,False,0.7202672838321913,2.3239477141343228e-27,0.9571681337454917,1.4123077461690214e-88,0.8355592654424041,2.9898241367715483e-56,163
TM-score,True,0.8776132810755011,2.764799523260435e-53,0.873007472202507,4.462520497913888e-52,0.6873180969707313,1.6421139777119246e-38,163
lDDT,True,0.8483507709401966,2.5236314213719712e-46,0.952711266596081,3.411738840509731e-85,0.8168182337367678,1.190999530539825e-53,163
