metric,orientation,pearson_coef,pearson_pvalue,spearman_coef,spearman_pvalue,kendall_coef,kendall_pvalue,n_models
Clash_Score,False,0.799323445950965,5.124953822556569e-16,0.6307634924655535,1.0585948429584746e-08,0.44398961759495065,1.7927595619679238e-07,67
DI_all,False,0.41953337477460606,0.0004093994978809258,0.7581699349802369,1.0912788178094384e-13,0.5801180806470637,4.593219369206349e-12,67
INF_all,True,0.5542593911028489,1.1381560706027805e-06,0.466821173790956,6.830817968739818e-05,0.31136588654463054,0.00022996029935764384,67
INF_nwc,True,0.8605016764498177,1.0430056222016929e-20,0.4415588388597352,0.0001836681610131489,0.3087809914334482,0.0006179236298349701,67
INF_stacking,True,0.619463232773581,2.2876130782037883e-08,0.4874557433873486,2.8692843444253424e-05,0.3244865915446507,0.00012480991045924215,67
INF_wc,True,0.4428954524822816,0.00017463717658902834,0.6568122601381838,1.58258021319981e-09,0.47801600944992106,2.638300612471461e-08,67
mcq,False,0.6141418261408094,3.254015809710513e-08,0.774333898966712,1.520408142355957e-14,0.5533848821954366,4.301846217137417e-11,67
P-value,False,0.22543919915891647,0.06661490898373465,0.6029409163924698,6.690250881292091e-08,0.46667297567465077,5.502861969625082e-07,67
RMSD,False,0.5363539569085004,2.8944993997633194e-06,0.7419647760646289,6.786277412073727e-13,0.5537903430277133,4.01110886870494e-11,67
TM-score,True,0.9586249490364841,3.499563106092261e-37,0.651937750184832,2.2902051833920432e-09,0.4957935439675268,5.484838770051382e-09,67
lDDT,True,0.8543658008661797,3.82131298094345e-20,0.8871499310582301,1.6371801947736098e-23,0.717744302440287,1.55406597519674e-17,67
